,id,doc_type,restrict_type,date,grade,duration,description,injury
1576,NOCO_RISI_01_Part554,,,7/23/18,Check,,"unsare with classroom materials, throwingobjects, kicking and trying to throw chours/disksBehavior entering time out room:yelling, kicking/hitting throwing objects",
1577,NOCO_RISI_01_Part555,ASC Time Out Room Log - Room 41,ASC Time Out Room Log - Room 41,Date: 7/16/18,Check,Elapsed Time: 32 minutes,"Became upset with task, throwing classroommaterials, objects, filping chairsBehavior entering time out room:screaming, kicking, throwing objectsBehavior exiting time out room:",
1578,NOCO_RISI_01_Part556,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 7/9/18,Check,27mins.,"Became upset with task, wing scissorsunsafely, threw objects in classroomBehavior entering time out room:kicking, screaming, throwing objectsBehavior exiting time out room:",
1579,NOCO_RISI_01_Part557,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: / 17 2020,Check,Staff Monitoring-time oat.room:,upset because OF his earn timeand choices he made during the dayBehavior entering time out room:ran out OF classscreaming at staff,
1580,NOCO_RISI_01_Part558,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 12/11/19,Check,8mins,Running around the School because he didn'twant to go to his lessonBehavior entering time out room:Escorted body not in controlBehavior exiting time out room:,
1581,NOCO_RISI_01_Part559,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 12/11/19,Check,10 mins,"Was upset he had to go to his lesson @11 and di dont want to, crawing around floors,not listening to staff -Behavior entering time out room:Walved in on his own",
1582,NOCO_RISI_01_Part56,,,Date: 1/7/16,Grade: 5,Escorted by:,"Sweang in homeroum, spitting down hall,suggest break by aideBehavior entering time out room:swearing, throwing shoes, taking off clothes(9:15-9:25)",
1583,NOCO_RISI_01_Part560,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 10/10/19,Check,17 mins,"the floor, trying to flip over ChairsThrowing objects over the divider Wall, Crawling onBehavior entering time out room:- Screaming /crying and hitting staffBehavior exiting time out room:",
1584,NOCO_RISI_01_Part561,ASC Time Out Room Log - -Room,ASC Time Out Room Log - -Room,Date: 6/12/119,Check,omin,Upset at making corrections on workingBehavior entering time out room:walked self inBehavior exiting time out room:went right bacl to woul.,
1585,NOCO_RISI_01_Part562,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 5 / 8119,Check,10 m m ins,was upset because of theactivity he did in OT.Behavior entering time out room:angry - kicking and hitting walls.Behavior exiting time out room:,
1586,NOCO_RISI_01_Part563,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 3/11/19,Check,Staff Monitoring time out room:,was destroying materals in the genedrammed his body on the around and wouldsetting and van out of the room. Henot walk independentlyrescribed him,
1587,NOCO_RISI_01_Part564,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 3/4/19,Check,4min.,from home for special luich. Hewas upset because he forgot switchhad permission.Behavior entering time out room:upset,
1588,NOCO_RISI_01_Part565,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 2/26/18,Check,7 min,"Refused to do work, E Told staff hewanted to go home to playwideo gameBehavior entering time out room:upset- angryBehavior exiting time out room:",
1589,NOCO_RISI_01_Part566,ASC Time Out Room Log - -Room,ASC Time Out Room Log - -Room,Date: 1/16/19,Check,3 min.,"upset that he was unable to take outbooks from the library. very upset, walkedwith staff back to class and usedindependentlyBehavior entering time out room:",
1590,NOCO_RISI_01_Part567,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 1/9/19,Check,1 min,was mad that a teacher told him he hadto fix a problem he got wrong.Behavior entering time out room:Walked in on his own.Behavior exiting time out room:,
1591,NOCO_RISI_01_Part568,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 12/5/18,Check,4min,was upset because he forgothis money at homeBehavior entering time out room:grawling on groundBehavior exiting time out room:,
1592,NOCO_RISI_01_Part569,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 12 / 3 / 19,Check,10 min-,by staff to take a break.in the classroom and hallway Prompteddi fficulty maintaining self controlBehavior entering time out room:ran in independently,
1593,NOCO_RISI_01_Part57,ASC Time Out Room Log Room,ASC Time Out Room Log Room,Date: 1/4/16,Grade: 5,6 hrs.,"refused to go back toran toquiet roomBehavior entering time out room:yelled, threw himself on the ground refused",
1594,NOCO_RISI_01_Part570,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 11/5/18,Check,Staff Monitoring time out room:,"was upset that he couldn't findWhen time was up at the end of Recess,a lego piece all of his recess time 907 upeilBehavior entering time out room:ran in screaming on his own",
1595,NOCO_RISI_01_Part571,ASC Time Out Room Log - FRoom,ASC Time Out Room Log - FRoom,Date: 11/18/18,Check,Tmin,angry because he couldnt play a newgone on computer.Behavior entering time out room:crawing around class. - cryingBehavior exiting time out room:,
1596,NOCO_RISI_01_Part572,ASC Time Out Room Log - Room -,ASC Time Out Room Log - Room -,Date: 9 / 14 / 18,Check,20 mins,"Throwing objects around the room becausehe didn't want to do work.Behavior entering time out room:screaming, kicking staff , was escortedBehavior exiting time out room:",
1597,NOCO_RISI_01_Part573,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 10/29/18,Check,2mins,mad he had make up womeBehavior entering time out room:ran in screamity on his OwnBehavior exiting time out room:Walked out with staff in Control,
1598,NOCO_RISI_01_Part574,ASC Time Out Room Log - Room 22,ASC Time Out Room Log - Room 22,Date: 10 / 23 / 18,3rd,1 min,was upset that he couldnt wone ona certain piece of work when he wanted to-Behavior entering time out room:walked himself in. Body in controlBehavior exiting time out room:,
1599,NOCO_RISI_01_Part575,ASC Time Out Room Log - Roor,ASC Time Out Room Log - Roor,Date: 01/18/18,Check,Lemin,&was upset about the work he hadto completeBehavior entering time out room:0,
1600,NOCO_RISI_01_Part576,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 9/18/18,Check,self.,"Did not want to do the workasked to do. (coriting)Behavior entering time out room:Ran into time out room,Behavior exiting time out room:",
1601,NOCO_RISI_01_Part577,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 9 / 14 /18,Check,3mins,"was mad about his point sheet andWhat he got on itBehavior entering time out room:Walked in on his own , madBehavior exiting time out room:",
1602,NOCO_RISI_01_Part578,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 9/12/18,Check,Elapsed Time: 3 min.,upset that he had to fix aprece of workBehavior entering time out room:ran independentlyBehavior exiting time out room:,
1603,NOCO_RISI_01_Part579,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 9/12/18,Check,self.,upset because he wanted to write onwhite board during math class.Behavior entering time out room:.upset - angry,
1604,NOCO_RISI_01_Part58,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,1/12/16,K,30 min,"Curing / tellingThrowing of markers , attempted to get a ccim bodyKickingoutside of quiet room. He bitand was acting",
1605,NOCO_RISI_01_Part580,ASC Time Out Room Log - Rooi,ASC Time Out Room Log - Rooi,Date: 9 / 0 / 18,Check Initiated by- Self,Elapsed Time: 3 min.,was upset he carldnt do his JobBehavior entering time out room:ran in screamingBehavior exiting time out room:waved out in control,
1606,NOCO_RISI_01_Part581,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 9/10/18,Check,4min,"Became upset when he thought hecouldn't write recess as R subject.Behavior entering time out room:largest upset , cryingBehavior exiting time out room:",
1607,NOCO_RISI_01_Part582,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 8 / 10 / 18,Check,Elapsed Time: 3 mins.,Had an argument with a peerBehavior entering time out room:walked in indeper dentlyBehavior exiting time out room:walked out calmy to join morning meeting.,
1608,NOCO_RISI_01_Part583,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 8 / 7 / 18,Check,Elapsed Time: 10 min.,was upset when he had to edit/his writingBehavior entering time out room:ran in cryingBehavior exiting time out room:,
1609,NOCO_RISI_01_Part584,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 8 / 16 / 18,Check,7mins,Mad that he had to do work andcouldn't make a craft insteadBehavior entering time out room:ran into timedut room on his anyBehavior exiting time out room:,
1610,NOCO_RISI_01_Part585,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 122116,Check,Elapsed Time: 1hr. 45min.,"Ridang cabinet, throwing quarter arguing with teacherschool (whatew)sugging towards students threatening to run out ofBehavior entering time out room:throwing shoes, picking door, pulling on door",
1611,NOCO_RISI_01_Part586,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 1/20/16,6,/ hr. 40 min,"refusing to follow a direction l sit down), walking aroundroom, arguing w/ adult, saying ""/'m going to Hab myself""I'm going to run outwintowesplanna",
1612,NOCO_RISI_01_Part587,ASC Time Out Room Log - Room 28,ASC Time Out Room Log - Room 28,Date: 1/15/16,Check,Escorted by:,"given the chance to complete work in hallwayarguinglo/ teacher return work, ""this A stupid1""I'm not during this""Behavior entering time out room:",
1613,NOCO_RISI_01_Part588,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 1 / 15 / 16,Grade: 6,Escorted by:,"kiucing cabinet, attempt V-to leave school via wonder,Refusal throwing things /chairs, puns, markers, paper garbaganceAthriats to run awayBehavior entering time out room:spitting I sweaning throwing shoes at cuting,",
1614,NOCO_RISI_01_Part589,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 1/14/16,Grade: 6,Escorted by:,"throwing papers, instigating other students, arguinityW) qoults running out of classroom down hallyelling @ kids in halluryBehavior entering time out room:screaming "" hitting / talking about other students,",
1615,NOCO_RISI_01_Part59,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,10/10/17,3rd,10 min,"became upset after a direction. HeYelled, flipped a chair, disrupted peers learning,and oan himself into the quiet room.Behavior entering time out room:rolling around. Yelling, attenphis to remove",
1616,NOCO_RISI_01_Part590,,,5/14/21,,10 minutes,"unsate around Students in P.E., unsate inclassroom.Behavior during time out room:Crying, upsetBehavior exiting time out room:",
1617,NOCO_RISI_01_Part591,,,Date: 4/14/21,,5 min.,"eloped classroom. - trying to leave buildingaggressive towards staff swinging arms, climbing on cubboxsrunning / kicking doorsrefusing dofuilco directions",
1618,NOCO_RISI_01_Part592,,,Date: 3/31/21,,15 minutes,"- -climbing on desk, shating no, refusing to take abreak. Did walk ar with support from Rogers. wasattempting to rip builetin boards. frompted into breakroomBehavior during time out room:HI will Kill people when I get at OF here'",
1619,NOCO_RISI_01_Part593,,,,,Sminutes,"Throwing objects, pushing adults, yelling, growingBehavior entering time out room:kicking , yelling, goabbed another studentBehavior exiting time out room:upset and apologizing Calm",
1620,NOCO_RISI_01_Part594,,,,,7 minutes,"fiverbal threats,throwing objectsBehavior entering time out room:YellingBehavior exiting time out room:",
1621,NOCO_RISI_01_Part595,,,,,5minutes,"Climbing on furniture, verbal threatsBehavior entering time out room:Kicking yelling, verbal threatsBehavior exiting time out room:Was able to following directions and",
1622,NOCO_RISI_01_Part596,,,,,6 minutes,"telling, refusing to follow directions, hittingadults, hitting students, growlingBehavior entering time out room:yelling / verbal threatsBehavior exiting time out room:",
1623,NOCO_RISI_01_Part597,,,Date: 11/12/19,,7minutes,Throwing materials/objectskicking materials/objectsgrabbing other studentshitting adults.Behavior entering time out room:,
1624,NOCO_RISI_01_Part598,,,Date: 11/12/19,,10 minutes,"Throwing materials/objectskidking materials objectsClimbing an furnitureBehavior entering time out room:yelling, kicking",
1625,NOCO_RISI_01_Part599,,,,,11 minutes,"Scratching adu Its, throwing chairsBehavior entering time out room:yelling, hitting adultsBehavior exiting time out room:Calmed down and used Calming Corner",
1626,NOCO_RISI_01_Part6,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 10/4/17,Grade: 5,25 mins.,"(picking up chair over head)unable to calm body - not making safe choices,Behavior entering time out room:dooryelling/arguing, punching/ficking wall and",
1627,NOCO_RISI_01_Part60,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,Date: 10/6/17,Check,11 min,,
1628,NOCO_RISI_01_Part600,,,10/2/19,,10min,"unsafe around other students and adu Its.Behavior entering time out room:clawed (scratched, bruised an adult. ScreamingBehavior exiting time out room:nurse came in to check On him and he Calmed",
1629,NOCO_RISI_01_Part601,,,9/17/19,,,"upset about toys. kicking hitting, Scratchingadults.Behavior entering time out room:yelling. kicking door and walls. Threatening adultsBehavior exiting time out room:",
1630,NOCO_RISI_01_Part602,,,Date: 8/9/19,,,"was not in control and threateningothers. He threw classroom items, pushed adults,and tried to charge at a Deer.Behavior entering time out room:walked to the break room but became",
1631,NOCO_RISI_01_Part603,,,Date: 6/26/19,,11 minutes,"Crawling under furniture, yelling, unsafe, threateningBehavior entering time out room:yelling, kickingBehavior exiting time out room:Calm, ready to Join class",
1632,NOCO_RISI_01_Part604,,,6/26/19,,10 minutes,"Threatening other Students, unsafeBehavior entering time out room:Threatening adults. kicking. Screaming. Hitting himself inOther headBehavior exiting time out room:",
1633,NOCO_RISI_01_Part605,,,6/26/19,,11 minutes,"re escalated, unsafe, kickingBehavior entering time out room:Screaming, Crying, kicking doorBehavior exiting time out room:Ready to follow directions, apologetic",
1634,NOCO_RISI_01_Part606,,,6/12/19,,4minutes,"Had issuesOn bus, eloped outside of School unsafeonce in classroomBehavior entering time out room:Yelling Swearing, threatening adults",
1635,NOCO_RISI_01_Part607,,,Date: 5/30/19,,5minutes,"was climbing on furniture andpushing teachers. He was still upset about anincident on the bus.Behavior entering time out room:kicking, yelling",
1636,NOCO_RISI_01_Part608,,,Date: 5/22/19,,7 minutes,"yelling, Climbing on tables, chairs throwing thingsBehavior entering time out room:Yelling kicking SwearingBehavior exiting time out room:able to follow adult directions",
1637,NOCO_RISI_01_Part609,,,Date: 5/21/19,,2minutes,was unsafe and climbing on furnitureunathrowing items.Behavior entering time out room:kicking,
1638,NOCO_RISI_01_Part61,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,10/3/17,3rd,Elapsed Time: 17 min,became frustrated while working onthe computer. Another student offered to help andstarted yelling and Picked up a Chairmaking it unsafe. (He refused the adults help)Behavior entering time out room:,
1639,NOCO_RISI_01_Part610,,,Date: 5/20/19,,lemin.,"was climbing on furniture andthrowing items at adults.Behavior entering time out room:- kicking, velling, cursingtook off Shoes and threw them at door",
1640,NOCO_RISI_01_Part611,,,Date: 5/20/19,,3min.,"was throwing items and climbing onfurniture.Behavior entering time out room:yelling, scratching adult, kiacingBehavior exiting time out room:",
1641,NOCO_RISI_01_Part612,,,4-10-19,,16 minutes,"Throwing things at adults, physically unsafeBehavior entering time out room:Swearing at adults (Bitch, dumb ass )throwing Shoes.Behavior exiting time out room:",
1642,NOCO_RISI_01_Part613,,,Date: 4-10-19,,11 minutes,"Threatening and trying to hurt other StudentsBehavior entering time out room:Yelling, kicking growlingBehavior exiting time out room:followed adult directions",
1643,NOCO_RISI_01_Part614,,,Date: 4-9-19,,7minutes,"Throwing things in classroom. Scratching adults.Behavior entering time out room:yelling, threatening adults.Behavior exiting time out room:was able to leave breakroom with adult help",
1644,NOCO_RISI_01_Part615,,,Date: 4/8/19,,11 minutes,"was running near cars outsideand kickingl scratching adults.Behavior entering time out room:kicking, yellingBehavior exiting time out room:",
1645,NOCO_RISI_01_Part616,,,4-01-19,,2minute,"yelling and threatening to kill other studentsBehavior entering time out room:Scream ing, crying. threatening adultsBehavior exiting time out room:allowed an adult to come in and help him.",
1646,NOCO_RISI_01_Part617,,,Date: 3/28/19,,3min,"was throwing things atpeers and adults + would notrespond to adult prompting.Behavior entering time out room:oyelling, trying to KICK",
1647,NOCO_RISI_01_Part618,ASC Time Out Room Log-Roc -,ASC Time Out Room Log-Roc -,Date: 2/14/19,Grade: 1,12 minutes,repeatedly scratched teacher. She mavedand he pushed chairs overtrying to hit others.Behavior entering time out room:Trying to bite and scratch.,
1648,NOCO_RISI_01_Part619,ASC Time Out Room Log - Re,ASC Time Out Room Log - Re,Date: 1/17/19,Grade: 1,13 minutes,"threw food in Cafeteria and ranfrom staffBehavior entering time out room:yelling, kicking doorBehavior exiting time out room:",
1649,NOCO_RISI_01_Part62,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,Date: 10/2/17,Grade: 3rd,Escorted by:,"was unsafe misusing sensory tools. He wasredinected and asked to sit and use a differenttool to take a break. He yeller, screaned,wied and walked himself into the quiet roomBehavior entering time out room:",
1650,NOCO_RISI_01_Part620,ASC Time Out Room Log- - Ro,ASC Time Out Room Log- - Ro,Date: 1/16/19,Grade: 1,Smin,"threw items at Staff,Behavior entering time out room:yelling, trying to hitBehavior exiting time out room:calm",
1651,NOCO_RISI_01_Part621,ASC Time Out Room Log - Roor,ASC Time Out Room Log - Roor,Date: 1/3/18,1st,9min,"upset because of ipad. yelling, throwing thingsin classroom, Climbing on furnitureBehavior entering time out room:yelling for an ipad. kicking doorBehavior exiting time out room:",
1652,NOCO_RISI_01_Part622,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 12/20/18,Check,3min,"refused directions to use calmingcorner and hit and kicked a teacher,Behavior entering time out room:yelling trying to KICKBehavior exiting time out room:",
1653,NOCO_RISI_01_Part623,ASC Time Out Room Log - -Re,ASC Time Out Room Log - -Re,Date: 12/14/18,Grade: 1,Escorted by:,"Threatening to hit another student thenran toward student trying to hit him.Behavior entering time out room:Yelling, threatening students and teachersBehavior exiting time out room:",
1654,NOCO_RISI_01_Part624,ASC Time Out Room Log-,ASC Time Out Room Log-,Date: 12/18/18,1st,is minutes,,
1655,NOCO_RISI_01_Part625,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 12/11/18,Check,Llmin,,
1656,NOCO_RISI_01_Part626,ASC Time Out Room Log-R -,ASC Time Out Room Log-R -,Date: 12/10/18,Check,Sminutes,follow instructions to stopclimbing on turniture andrefusingtoBehavior entering time out room:,
1657,NOCO_RISI_01_Part627,ASC Time Out Room Log,ASC Time Out Room Log,Date: 12/10/18,Check,6 min,white board to throw.Threw eraser at teacher and picked upBehavior entering time out room:tellingBehavior exiting time out room:,
1658,NOCO_RISI_01_Part628,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 12-4-18,1st,lemin,"was not able to follow adult directionsand was becoming unsafe.Behavior entering time out room:yelling, growlingBehavior exiting time out room:",
1659,NOCO_RISI_01_Part629,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: Grade: 11/28/18,Date: Grade: 11/28/18,4 min,"youth was throwing books and baskets at peopleBehavior entering time out room:Yelling ,Behavior exiting time out room:Anxious but ready for science.",
1660,NOCO_RISI_01_Part63,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,4/11/17,Grade: 2nd,Escorted by:,,
1661,NOCO_RISI_01_Part630,ASC Time Out Room Log,ASC Time Out Room Log,11-28-18,1,Gmir,climbed on counter and pinched teacher whentaken down. Tried grabbing items fromcounter. Told teacher he wants to throw somethingat her.Behavior entering time out room:,
1662,NOCO_RISI_01_Part631,ASC Time Out Room Log,ASC Time Out Room Log,Date: 11/19/18,Check,9 Min,"SO he pulled out scissors and pointedGot upset when teacher took tools awayat teachers. pinched teachersBehavior entering time out room:hitting, grabbing everything and try ing to",
1663,NOCO_RISI_01_Part632,ASC Time Out Room Log - Rog,ASC Time Out Room Log - Rog,Date: 9/26/18,Grade: 1,8min,grabbed another student and tried towhen my exitting room he started screaming and triedsicallife fight him.to hit So was sent back in. for 4 minutes.Behavior entering time out room:,
1664,NOCO_RISI_01_Part633,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 9/25/18,Check,Elapsed Time: 8min,Tried to Kick students in other classroom whenstarted Kicking t yelling. Began because he was notasked to take a walk scratched teacher andcalled on everytime he taised his hand.Behavior entering time out room:,
1665,NOCO_RISI_01_Part634,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 9/17/18,Grade: 1,Elapsed Time: 12 min,"from teachers down the hall! Hitting teachers.opened front Dog and tried leaving building Ran awayBehavior entering time out room:screaming, crying, hittingBehavior exiting time out room:",
1666,NOCO_RISI_01_Part635,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 7/30/18,Check,10 mhs,"to get off, when helped off he loyed downDifficulty getting off The bus. Refuseand began s tentsum, he swing at an adult andbecome msafe to self and 5thlfBehavior entering time out room:",
1667,NOCO_RISI_01_Part636,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 3/13/18,,10 min,"WGS told to take a break during PE. At that pointhe ran out of the gym and GWEN from staff members.Once staff caught up to him, he attempted to bits them. From her,he was directed to the breck room refused and was escorted.Behavior entering time out room:",
1668,NOCO_RISI_01_Part637,,,Date: 3/14/19,,seconds,was prompted to the calming corner areainclassroom. She walked into the time outroom briefly. the door W remained openthe entire time.,
1669,NOCO_RISI_01_Part638,ASC Time Out Room Log - Roon,ASC Time Out Room Log - Roon,Date: 11/19/18,Check,Elapsed Time: 7 minutes,tried to elope from Staff.Behavior entering time out room:yellingBehavior exiting time out room:Calm but complaining about doing work,
1670,NOCO_RISI_01_Part639,ASC Time Out Room Log-,ASC Time Out Room Log-,Date: 11/19/18,Grade: 1,12 minutes,"Tried to elope from staff.Behavior entering time out room:yellingBehavior exiting time out room:Calm, followed directions",
1671,NOCO_RISI_01_Part64,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,3/29/17,2nd,17 min,,
1672,NOCO_RISI_01_Part640,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 11/19/18,Check,Sminwets,"hit and pushed a Hacher.Behavior entering time out room:yellingBehavior exiting time out room:Calm, ready to clean up",
1673,NOCO_RISI_01_Part641,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,11/15/18,Grade: 1,10 minutes,"pushed and hit teacher.Behavior entering time out room:YellingBehavior exiting time out room:calm, ready to pack",
1674,NOCO_RISI_01_Part642,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 11/15/18,Check,12 minutes,"pinched teachersBehavior entering time out room:yelling, pushing door(and luckingBehavior exiting time out room:",
1675,NOCO_RISI_01_Part643,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,11/15/18,Grade: 1,2min 11 lemin,hit and lucked adultsBehavior entering time out room:yellingBehavior exiting time out room:appeared calm and door was opened.,
1676,NOCO_RISI_01_Part644,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 11/2/18,Check,3 min. -,was non-compliant and began pushingand hitting a teacher.Behavior entering time out room:yellingBehavior exiting time out room:,
1677,NOCO_RISI_01_Part645,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,Date: 10/26/18,,4 minutes,,
1678,NOCO_RISI_01_Part646,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,Date: 10/24/18,Check,4minutes,,
1679,NOCO_RISI_01_Part647,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,Date: 9/26,Check,Escorted by:,Student was upset due to location of movement break.student started cruina screamina and causing disturbance toclass. student hitBehavior entering time out room:a,
1680,NOCO_RISI_01_Part648,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,Date: 9/25/18,,Elapsed Time: 7 min.,,
1681,NOCO_RISI_01_Part649,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,Date: 9/24/18,Check,Elapsed Time: 12 minutes,was not following directions and begankicking. She then threw a book at anotherstudent.Behavior entering time out room:was non-compliant and physically,
1682,NOCO_RISI_01_Part65,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,Date: 3/8/17,Grade: 2nd,13 min,had been unsafe in the class getting toocloseto other students. He was Unable to give themspace when told.B,
1683,NOCO_RISI_01_Part650,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,Date: 9/11/18,Check,7 minutes,"was unsafe and escalated. she Climbedon furniture, kicked, hit, and bit staff.Behavior entering time out room:was yelling and non-compliant.Behavior exiting time out room:",
1684,NOCO_RISI_01_Part651,ASC Time Out Room Log - Room 28,ASC Time Out Room Log - Room 28,8/6/18,Check,10 min,was hittingwith her hands andbooks. was prompted to take G break and refused.Continued hottingBehavior entering time out room:,
1685,NOCO_RISI_01_Part652,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 8/10/18,Check,11 min,"Student became unsafe, kicking g/hitting Staff.she than began to throw objects tow and staff.and other students,Behavior entering time out room:Student was yelling and upset.",
1686,NOCO_RISI_01_Part653,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 8/6/18,Check,V,"slapping stricking staff, She then stood on the chairwas not being safe, she wasand yelled.Behavior entering time out room:Body was not being Safe and",
1687,NOCO_RISI_01_Part654,ASC Time Out Room Log - Room 28,ASC Time Out Room Log - Room 28,Date: 8/05/18,Check,7 min,Became upset when another student answeredw/o raising Their hand.Behavior entering time out room:began throwing markers at the studentShe was very confrontational and wanted to go,
1688,NOCO_RISI_01_Part655,ASC Time Out Room Log - Room 28,ASC Time Out Room Log - Room 28,8/100/18,Check,Elapsed Time: if 8min,and another Student decided to pullaprank. When asked to clean up afteritasedand started. throwing objects.,
1689,NOCO_RISI_01_Part656,ASC Time Out Room Log - -Room28,ASC Time Out Room Log - -Room28,Date: 7/90/18,Check,10 min,"She was not being safe, standing on chairs,and throwing classroom materials atStunents,Behavior entering time out room:Climbing on chairs throwing objects,",
1690,NOCO_RISI_01_Part657,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 7 /30 / 18,,Circumstances that precipitated use of time out room:,"angry about work, walked into side roomangry, prompted to take a breakBehavior entering time out room:walked in in controlBehavior exiting time out room:",
1691,NOCO_RISI_01_Part658,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,Date: 1/17/18,,llmin,,
1692,NOCO_RISI_01_Part659,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,Date: 1/8/18,,Escorted by;,,
1693,NOCO_RISI_01_Part66,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,02/15/11,2,9 min,,
1694,NOCO_RISI_01_Part660,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,Date: 1/5/18,,Sta,was upset when he discovered he did nothave enoush money for the store. He thru wisedand kidced materials @ peerwas directed tothe calming wine he continued to escelate,
1695,NOCO_RISI_01_Part661,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,Date: 1/5/18,,6 minutes,,
1696,NOCO_RISI_01_Part662,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 1/2/18,,Tminutes,,
1697,NOCO_RISI_01_Part663,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,Date: 12/8/17,,11min.,,
1698,NOCO_RISI_01_Part664,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,12/7/17,Check,7minutes,,
1699,NOCO_RISI_01_Part665,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,Date: 12/7/17,,3min,,
1700,NOCO_RISI_01_Part666,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,11/17/17,Check,17 min,"could not Control his body and was asked to usethe QR to calm down. He refused adult help. He Sworeat the adult and threw the ipad across the room.Behavier entering time out room:went to the quiet room, On his own with the",
1701,NOCO_RISI_01_Part667,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,11/21/17,,20 min,was unable to follow the plan. He began to cursebreak/ruin the things of other students. He was directed backto the OR to get reachBehavior entering time out room:Cysing / telling at peers/aclults,
1702,NOCO_RISI_01_Part668,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,Date: 11/21/17,,12 min,"went into the hall to unpack. It was reported hethrew another students' glasses. when we asked, hebecame unsafe throwing, wising and yelling e peers.was directed to the quiet room to get ready.Behavior entering time out room:",
