,id,doc_type,date,start_time,end_time,description,restraint_type
548,ASSS_RI_31-part-9,Physical Restraint Documentation Form,05/10/2019,10:02,Classroom 10:12 AM,"was very angry when it was time to switch literacy centers. He had the choice of 3 centers to choose from. He was running around the room screaming, and he was not taking the offers to take a break. He ran to the back of the room and was flipping his chair over shoving it at people. He was told to stop, but he continued to be unsafe with his chair, so",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
549,ASSS_RI_32-part-1,Physical Restraint Documentation Form,Incident Date: 05/03/2019,AM,End Time: 10:46,returned from the break room. He began making he up needed missed to work be in his and own began work crawling space. around We then the moved room. to He his was space also being very loud and disruptive. 1 directed where he began hitting. I directed to stay in his own spacel,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
550,ASSS_RI_32-part-10,Physical Restraint Documentation Form,Incident Date: 6/12/19,2:05,Incident Location: - Rm 20 2:08,"Kicking, throwing sneakers, throwing hangers at staff DRECEIVED",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
551,ASSS_RI_32-part-11,Physical Restraint Documentation Form,06/03/2019,Start Time: 10:30,Room 94 10:33 AM,"became agitated this morning when he did not receive student of the month. He tipped over some chairs and then went to quiet area. He banged a little, but then sat quietly. He returned to class to work after 5 minutes. When he got to library, he was still a little edgy and was inappropriately tapping on computer keyboard. Despite redirection, he refused",Please check which TCIS physical restraint was employed:Seated the Small Child Restraint
552,ASSS_RI_32-part-12,Physical Restraint Documentation Form,06/11/2019,9:10,Room 94 9:13 AM,"refused to go to the morning assembly today. sat to talk with him about why. He said that he did not want to go because he did not wear his ""power of yet"" tshirt.",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
553,ASSS_RI_32-part-2,Physical Restraint Documentation Form,05/03/2019,11:38,Classroom 11:41 AM,"was very upset that it was time for math centers. He was rolling around on the floor, shoving furniture around and trying to hit and kick teachers. Staff switched out to remove the current target, but continued to escalate and",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
554,ASSS_RI_32-part-3,Physical Restraint Documentation Form,Incident Date: 05/14/2019,10:40,End Time: 10:54,completed the necessary work to have snack. He requested his rice cakes from the day before in his bag. The rice cakes had been removed at home. He began screaming and flipped his desk. then became aggressive toward,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
555,ASSS_RI_32-part-4,Physical Restraint Documentation Form,06/17/2019,AM,"10:35, AM Observers:","While sitting with doing Magic School Bus we attempted to trade spots, sat with appx 2 minutes. Got up",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
556,ASSS_RI_32-part-5,Physical Restraint Documentation Form,06/17/2019,1:35,Classroom 1:40 PM,"could not have ice-cream that other students were having because he had thrown up. He had already hit me once while I was trying to talk to him, and then he suddenly jumped up and knocked another student's ice cream off of his desk and hit him on the back of his head. A restraint was done to protect other students from getting hit.",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
557,ASSS_RI_32-part-6,Physical Restraint Documentation Form,Incident Incident Date: Location: 6/14/19,Start Time: 12:31,Classrasm 12:35 Participants:,,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
558,ASSS_RI_32-part-7,Physical Restraint Documentation Form,Incident Date: 6/17/19,,11:29 AM Observersi Participants:,,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
559,ASSS_RI_32-part-8,Physical Restraint Documentation Form,Incident Date: 6/11/19,12:01,effect 12:07 Observers:,was hitting spitting at staff. He was banging his head against door and floor.,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
560,ASSS_RI_32-part-9,Physical Restraint Documentation Form,Hallway,Start Time: 1:49,End Time: 1:56,,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
561,ASSS_RI_33-part-1,Physical Restraint Documentation Form,Incident Date: 9/21/2020,Start Time: 12:45,End Time: 12:55,stood up from her chair following word work (earned goldfish). She walked to and kicked him. She was redirected to her chair for math to earn more golfish. She removed her shoes and threw them at me and walked to,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
562,ASSS_RI_33-part-10,Physical Restraint Documentation Form,9/25/2020,9:52am,Room 232 9:59am Observers:,"was working with on math work in the care room. He began to get agitated and go into ""character mode"". He picked up and threw several chairs, assistance was called. Crisis members arrived and",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
563,ASSS_RI_33-part-11,Physical Restraint Documentation Form,09/30/2020,Start Time: 1:07,End Time: 1:11 pm,"became escalated while he was in the respite room. He left the room, and started yelling and kicking the walls while making verbal threats to his classroom staff. Crisis staff managed to get into the care room, where he picked up a chair and threatened",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
564,ASSS_RI_33-part-12,Physical Restraint Documentation Form,Incident Date:9/16/2020,Start Time: 8:58 and 9:04,End Time: 9:04 and 9:9:11,"was asked to put his cell phone away in his book bag after exiting school bus. He was given several prompts/reminders and eventually handed it to teacher. He then growled and refused to move to his seat. He was prompted to take a walk and talk, see the zen den, the respite area where he was told its okay to be",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
565,ASSS_RI_33-part-13,Physical Restraint Documentation Form,9/21/2020,Start Time: 2:25,End Time: 3:35,"entered the school bus, walked up 2 stairs and then refused to move. Leaned back on me stating she did not want to go home. assisted fonto the bus. would not harness, began spitting and hitting. She hit two other students.",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
566,ASSS_RI_33-part-14,Physical Restraint Documentation Form,Incident Date: 9/23/2020,Start Time: 1:50,End Time: 1:55,"had been agitated but safe for several minutes. After a period of relative calm, wherein was taking a calm break on the classroom rug behind a privacy screen, she walked around the screen and without escalation struck another student in the back with a",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
567,ASSS_RI_33-part-15,Physical Restraint Documentation Form,9/25/2020,Start Time: 11:00,End Time: 11:05,"had been aggressive and agitated for several minutes. Her teachers had offered her to take time in the zen den to relax, but continued to be aggressive, pulling hair, scratching, slapping, and kicking. was offered time in a respite room to relax, and",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
568,ASSS_RI_33-part-16,Physical Restraint Documentation Form,Incident Date: 10/19/2020,Start Time: 12:18 pm,End Time: 12:35 pm,was in the classroom being disrespectful towards his teacher. The classroom vacated the area to a care room to give some space.,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
569,ASSS_RI_33-part-17,Physical Restraint Documentation Form,19,Start Time: 9:30,End Time: 9:32,stood up from her chair while working on a preferred activity . She ran around room. kicked staff as well as .,Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
570,ASSS_RI_33-part-2,Physical Restraint Documentation Form,Incident Date: 09/15/2020,Start Time: 11:30,12:05 PM Observers: Participants:,refused to pick up at the end of play time. He reported his points accurately and was not happy. He was offered to take a break on the bean bags and to use a stress ball. Staff also asked if there was some other option that would help. He threw his pencils.,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
571,ASSS_RI_33-part-3,Physical Restraint Documentation Form,09/16/2020,PM,Classroom (140) 1:44 Observers:,"was asked to be a part of read aloud at the end of the day by sitting in his seat. He did not comply - he was saying ""no"" repeatedly and running around the room. He was offered a walk or a break with a",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
572,ASSS_RI_33-part-4,Physical Restraint Documentation Form,PM,1:05,Classroom (140) 1:08 Observers:,"was outside walking around the building with his class. He did not want to come back into the building because he could not use the teacher swiper to unlock the door. He was told, and said back to me, that kids were not going to be opening the door with the swiper; that is the teacher's job. The other students",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
573,ASSS_RI_33-part-5,Physical Restraint Documentation Form,09/25/2020,AM,Classroom (140) 11:19 Observers:,OT ended and twas very sad/angry. He was pulling down the book bins and crying. He was flipping his body around on the floor and trying to hit me as I backed up out of his space. 1 showed him his schedule,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
574,ASSS_RI_33-part-6,Physical Restraint Documentation Form,09/29/2020,AM,Classroom (140) 10:13 Observers:,"did not want to participate in OT. tried to get him to engage in a number of different ways, including meeting with him under the table where he was sitting. He did a few things with her, but it was a",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
575,ASSS_RI_33-part-7,Physical Restraint Documentation Form,9/30/2020,Start Time: 9:45,End Time: 9:50,had been agitated and refusing to enter the building. Staff maintained proximity to and attempted many strategies in an attempt to deescalate,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
576,ASSS_RI_33-part-8,Physical Restraint Documentation Form,11:02,AM,2nd Floor Hallway 11:34 Observers:,"was asked to complete one sentence of writing work, before accessing the chrome book during lunch time. He refused to comply, began hitting and kicking his teacher )",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
577,ASSS_RI_33-part-9,Physical Restraint Documentation Form,9/15/2020,1:04pm,Room 230 1:14 pm Observers:,had been doing fairly well at his desk. noticed he had gotten out of his seat and was poised to hit another student.,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
578,ASSS_RI_34-part-1,Physical Restraint Documentation Form,Incident Date: 10/14/2020,Start Time: 7:50-8:18 8:19-8:38 8:40-,End Time: 8:48,"had been having a difficult time transitioning into the building from his bus. He had been aggressive toward his teacher (hitting, kicking, and scratching). His teacher had been attempting to sooth and comfort him during his transition, but he escalated to",
579,ASSS_RI_34-part-10,Physical Restraint Documentation Form,10/21/2020,1:58,Principal Office 2:04 Observers:,was released from the previous restraint and the environment was managed in a way so that there were less items within his reach. He walked toward the door to leave office and was,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
580,ASSS_RI_34-part-11,Physical Restraint Documentation Form,10/21/2020,2:13,Principal Office 2:22 Observers:,"was released from the previous restraint and the environment was again managed in a way so that there were less items within his reach. At this point, he crawled underneath desk and was",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
581,ASSS_RI_34-part-12,Physical Restraint Documentation Form,Incident Date: 9/21/2020,Start Time: 8:05,End Time: 8:10,was eating her breakfast. She threw her OJ and began running around the room. She attempted to hit then slapped in the back of her head while she was working at her desk.,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
582,ASSS_RI_34-part-13,Physical Restraint Documentation Form,9/30/20,PM,Classroom 1:20 Observers:,"came back from P.E. angry. Asked him what was wrong, but he didn't want to share. Reminded him he was teacher helper and asked if he wanted to pass out materials. He passed them out without issue, and then began to kick desk, make noise and became verbally abusive when prompted to use break area or let us",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
583,ASSS_RI_34-part-14,Physical Restraint Documentation Form,Incident Date: 10/27/2020,Start Time: 11:20,End Time: 11:40,"flipped his desk over, climbed up on it while it was upside down. I asked him to get down and guided him off when he did not get down. He climbed back on top of it, and I reminded him about being safe, gave him the directive to get down again, guided him down again, and he attempted to kick me on the way down so a small child restraint was performed for his safety and staff.",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
584,ASSS_RI_34-part-15,Physical Restraint Documentation Form,10/29/20,Start Time: 12 55,End Time: 1.15,"Student was irritated they did not get prefered sent and went to take a break independently He returned to the activity still irritoted knowing his crip card and saying ""Iwant my",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
585,ASSS_RI_34-part-16,Physical Restraint Documentation Form,Incident Date: 11/10/2020,Start Time: 1:28 pm,End Time: 1:44 pm,"was having rough afternoon, dealing with some personal things that happen to be then going started on outside of school. was a directed to finish her afternoon work, which she refused to do. She to",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
586,ASSS_RI_34-part-17,Physical Restraint Documentation Form,11/09/2020,Incident Date:,Incident Location: Classroom 1:22,"had been having a very emotional day all day. At this time, the class was using their Chromebook for iknowit as our last center of the day. wanted to work alone, and he was reminded that he needed to",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
587,ASSS_RI_34-part-18,Physical Restraint Documentation Form,Incident Date: 11/9/2020,Start Time: 9:26,End Time: 9:41,"had become upset at the beginning of an academic work period. He had hoped to use his chromebook for his work time, but was instructed that his work today was not on the chromebook. became upset and went to his desk. While at his desk",Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
588,ASSS_RI_34-part-19,Physical Restraint Documentation Form,Incident Date: 11/9/2020,Start Time: 9:42,End Time: 9:55,We released 4 from a small child restraint as his body had calmed significantly. He stood up and began,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
589,ASSS_RI_34-part-2,Physical Restraint Documentation Form,10/26/2020,AM,Classroom 11:39 Observers:,"did not want to participate in his last math center. He took a safe break on a beanbag, but did not get back to work when the timer rang. He did not complete his center, so it needed to be completed at free time. When free time started, he escalated and walked over to peers who were playing trains. He started to",
590,ASSS_RI_34-part-3,Physical Restraint Documentation Form,,,,,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
591,ASSS_RI_34-part-4,Physical Restraint Documentation Form,10/27/2020,AM,Classroom 12:19 Observers:,"was in ""quiet time"" which is what we do after lunch. He was reading in the reading corner and was on walked over and asked for a beanbag to use and said ""OK"", then",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
592,ASSS_RI_34-part-5,Physical Restraint Documentation Form,PM,1:07,Activity Center 1:13 Observers:,"was escalated in PE because he did not like the game that was being played. He took a break and let teachers help him with the game - bean bag toss - so he knew what to do. settled and played, but",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
593,ASSS_RI_34-part-6,Physical Restraint Documentation Form,Incident Date: 10/26/2020,AM,"12:02,12:25,12:50 Observers: Participants:","was throwing everything out of the cubbies up in the air and at staff. Staff tried to ignore those actions and thent started throwing the Legos at staffs head, and running over to staff to scratch them. After 20",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
594,ASSS_RI_34-part-7,Physical Restraint Documentation Form,Incident Date:10/29/2020,Start Time: 11:15AM,End Time: 11:29AM,"Upon entering the classroom, was visibally agitated. He was growling, throwing things and knocking things-over I tried to talk to him, which did not help. He continued to empty the cubby area, throwing",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
595,ASSS_RI_34-part-8,Physical Restraint Documentation Form,10/21/2020,12:59,Principal Office 1:11 Observers:,"was in health and started to escalate and would not return to the classroom. He was in the stairwell, escalated and being unsafe, swearing at crisis members present. lapproached him after talking with",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
596,ASSS_RI_34-part-9,Physical Restraint Documentation Form,10/21/2020,1:19,Principal Office 1:30 Observers:,was released from the previous restraint and continued to walk around office. Staff remained quiet but present because it was clear that,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
597,ASSS_RI_35-part-10,Physical Restraint Documentation Form,Incident Date: 12/7/2020,Start Time: 10:39,End Time: 10:44,"had been upset and aggressive in the respite room. He had entered the room with the expectation of taking a timed and structured break. However, began using the equipment inappropriately,",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
598,ASSS_RI_35-part-11,Physical Restraint Documentation Form,Incident Date: 12/7/2020,Start Time: 11:14,End Time: 11:28,"had put a significant hole in the drywall of the respite room, and had begun using the pieces of drywall to slam into the window. He also began throwing the pieces at his teacher when they would open the door to monitor him. Because of the risk of breaking the glass window, and possibly discovering wiring",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
599,ASSS_RI_35-part-12,Physical Restraint Documentation Form,12/7/2020,9:45,End Time: 10:15,,
600,ASSS_RI_35-part-13,Physical Restraint Documentation Form,Incident Date: 12/1/2020,Start Time: 12.15,End Time: 12 18 PM,because he did not get to participate in recess (he was completing work that was not completed in the morning his hard desk on while trying to distract him. He got up out of his seat and ran to the break area and tore down the divider and was climbing on due a his desk with a pencil. Staff tried to distract and redirect him but he continued to do this. Staft blocked him from banging on,Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restrates
601,ASSS_RI_35-part-14,Physical Restraint Documentation Form,Incident Date:1-25-2021,Start Time: 1,End Time: 1:08,Irefused to transition from OT. I was called up to bring him back to class. He refused. transitioned him after a brief time. sat at his desk however refused any interaction with staff to,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
602,ASSS_RI_35-part-15,Physical Restraint Documentation Form,Incident Date: 1/2i/2021,Start Time: 1:00,End Time: 1:17,"had been escalated in his behavior for a period of fifteen minutes. He had been in free time and asked how long was left and was told, ""eleven minutes."" then began wandering around the class",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
603,ASSS_RI_35-part-16,Physical Restraint Documentation Form,01/08/2021,PM,Classroom 2:08 Observers:,"was escalated in the classroom after being directed to ""cash out"" at the end of the day. He has had a difficult time getting back into routine since returning from remote learning/December break. He was asked to ""cash out"" and immediately responded with ""no.' Teachers ignored the response and went about",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
604,ASSS_RI_35-part-17,Physical Restraint Documentation Form,01/14/2021,AM,Classroom 11:23 Observers:,"had been having a very difficult morning - looking like hitting, not following directions and not completing work at work time. At this point he was in math centers with land was not completing",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
605,ASSS_RI_35-part-18,Physical Restraint Documentation Form,Incident Date: 1/20/2021,Start Time: 9:13,End Time: 9:16,"was becoming increasingly aggressive with his teachers during a work period. He began smacking, kicking, scratching, and spitting at his teachers. When it became clear that behavior was escalating",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
606,ASSS_RI_35-part-19,Physical Restraint Documentation Form,Incident Date: 01/20/2021,Start Time: 1:05,End Time: 1:10 pm,was in his last work group and when watching the video clip he slapped staff. I'm speculating that did not want to complete the work due to no words were being used. When directed to stop hitting he,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
607,ASSS_RI_35-part-2,Physical Restraint Documentation Form,Incident Date: 11/9/2020,Start Time: 12:55,End Time: 1:02,had been escalated and aggressive for some time. He had become upset at the conclusion of his PE session wherein he wanted to spend more time playing an air hockey game. had been aggressive,Please check which TCIS physical restraint was employed:Standing Restraint Seated Restraint Supine Restraint
608,ASSS_RI_35-part-20,Physical Restraint Documentation Form,Incident Date: 01/22/2021,Start Time: 11:22,End Time: 11:25 pm,returned from O.T. and it was time for one math group. was not following directions with the marker and threw it across the room. Staff was reminding,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
609,ASSS_RI_35-part-3,Physical Restraint Documentation Form,11/13/20,Start Time: 9.15,1030 Observers* Participants:,"directions and told to sit in his sent or take a break. studen + be came aggitated and began to run around the room student was helped to the break area where he started to pusn, kick, hit. and bite statt,",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
610,ASSS_RI_35-part-4,Physical Restraint Documentation Form,11/18/20,,,,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
611,ASSS_RI_35-part-5,Physical Restraint Documentation Form,11/19/2020,"9:30, 11:20","classroom 9:50, 11:35 AM Observers:","During the first restraint, we were working on morning work and became upset and began trying to rip my face mask off. I was able to deflect his attempts to bite, and scratch/pinch my hands and arms. I was able to move my legs and head as he attempted to kick and head butt me. I had to use the small child",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
612,ASSS_RI_35-part-6,Physical Restraint Documentation Form,Incident Date: 11/13/2020,Start Time: 12:22 pm,End Time: 12:22 pm,returned to the building after spending about 20 minutes outside eloping. was asked to leave the PTL wing.,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
613,ASSS_RI_35-part-7,Physical Restraint Documentation Form,Incident Date: 11/18/2020,Start Time: 9:41,End Time: 9:52,Moved toy from floor to desk to encourage student to sit at desk. Student began kicking and crawling to escape. Staff utilized visuals (first sit then try) and gave space.,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
614,ASSS_RI_35-part-8,Physical Restraint Documentation Form,11/6/20,Start Time: 10:00 AM,End Time: 10:03,"became upset during a re-entry meeting. He ran out of the meeting into the PTL hallway and ran up to a student he had previously hit. When got close to the other student,",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
615,ASSS_RI_35-part-9,Physical Restraint Documentation Form,Incident Date: 12/9/2020,Start Time: 12:45 pm,End Time: 12:52 pm,"was in the classrom when crisis staff walked in. was on the counter throwing paint bottles, attempting to break them. He then started destroying the classroom, throwing juice, water, ripping posters",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
616,ASSS_RI_36-part-1,Physical Restraint Documentation Form,9:33,AM,Care Room 232 9:38 Observers:,"began to get agitated in the classroom when he threw his coffee. He started to refuse his work, yell, and state that he wanted to go home. The rest of the class was removed and a crisis team member entered the classroom. In the classroom",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
617,ASSS_RI_36-part-10,Physical Restraint Documentation Form,Incident Date: 2/1/2020,Start Time: 11:16,End Time: 11:25,"had been agitated for a period of more than an hour. His behavior had remained safe for much of this time. However, began throwing classroom objects around the classroom and attempting to",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
618,ASSS_RI_36-part-11,Physical Restraint Documentation Form,Incident Date: 2/10/2021,Start Time: 11:58,End Time: 12:08 PM,"had been agitated for a period of roughly thirty minutes in his classroom. He had thrown several pieces of furniture and was directed to take a break in a respite room. Upon entering the respite room, began pushing and shoving his teachers. Because of",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
619,ASSS_RI_36-part-12,Physical Restraint Documentation Form,Incident Date: 2/10/2021,Start Time: 12:25,End Time: 12:44 PM,"had been released from a small-child restraint for a period of close to twenty minutes. During this time continued screaming at his teachers and attempting to push and shove. At one point, while",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
620,ASSS_RI_36-part-13,Physical Restraint Documentation Form,Incident Date:2/10/2021,Start Time: 12:45,End Time: 1:15PM,"had again been released from a small-child restraint and immediately began kicking teachers. In order to preserve teacher's saftey, was placed directly back into a small-child restraint, during which",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
621,ASSS_RI_36-part-14,Physical Restraint Documentation Form,Incident Date:02/01/2021,Start Time: 11:11,End Time: 11:14 pm,"was walking in the hallway going to the library holding staffs hand. did not want to hold staffs hand. Once we arrived at the library,",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
622,ASSS_RI_36-part-15,Physical Restraint Documentation Form,Incident Date: 02/01/2021,Start Time: 12:55,End Time: 12:57 pm,returned from speech and it was time for a group game. was getting upset his shoe was untied. When given helped with his shoe,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
623,ASSS_RI_36-part-16,Physical Restraint Documentation Form,02/04/2021,AM,Classroom 11:05 Observers:,twas working with during a math center. While he was coloring the pictures after completing the patterns on his worksheet his colored pencil rolled off the table.,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
624,ASSS_RI_36-part-17,Physical Restraint Documentation Form,AM,11:19,Classroom 11:23 Observers:,was playing a learning game on ABCya.com with right next to him. He was prompted to look at the visual timer to see how much time was left before the center was over. After ABCya it was free,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
625,ASSS_RI_36-part-18,Physical Restraint Documentation Form,9:50,AM,Classroom 9:55 Observers:,"was working on math and became frustrated. He was offered helped and praise for the work he had completed. He put his head down for a break. He then ripped up his sheet and started throwing his eraser, pencil and books on the work table. He was asked to stop to keep everyone safe. He continued to grab and",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
626,ASSS_RI_36-part-2,Physical Restraint Documentation Form,Incident Date:1/22/21,Start Time: 9:50,End Time: 10:10,"Teacher asked to apologize for kicking a friend's tower down, he refused and was given the directive to first say sorry, then play.",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
627,ASSS_RI_36-part-3,Physical Restraint Documentation Form,Incident Date: 1/15/21,Incident Location:,8:44 Observers: Participants;,"began antagonizing other stuciets verbally during becaustast, then threatening to throw silverware and food at peets. He threw fool in",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
628,ASSS_RI_36-part-4,Physical Restraint Documentation Form,Incident Date: 1-14-21,Start Time: 1:04,End Time: 1:07,"having a difficult time with when he saw the staddating, he began talking was in the hallway when he Jac another student he has been",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
629,ASSS_RI_36-part-5,Physical Restraint Documentation Form,Incident Date: 1/19/21,Start Time: 9:23,End Time: 9:35,"in he clessroom. the redirected, Le attempted to love was returing to comply with the Chrent expectations H",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
630,ASSS_RI_36-part-6,Physical Restraint Documentation Form,Incident Date:2/22/2021,Start Time: 10:39,End Time: 10:41,"had become aggressive with his teachers and a staff switch was requested. 1 switched out with his teachers and attempted to calm and help him continue his work, which he had begun to refuse. He",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
631,ASSS_RI_36-part-7,Physical Restraint Documentation Form,Incident Date: 2/26/2021,Incident Location: classroom,2:03 pr Observers: Participants:,"had become increasingly aggressive with his teachers (hitting, kicking, scratching). teachers had attempted to give time and temporarily removed his work expectation. However,",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
632,ASSS_RI_36-part-8,Physical Restraint Documentation Form,02/26/2021,2:10,Classroom 2:13 Observers:,"was restrained 10 minutes prior to this restraint. He was presenting as still agitated at this time. He was getting ready to go home, but was not putting his coat on. 1 offered him a break to use putty with me. While he was getting the putty out his bus was called which caused him to immediately re-escalate. He was",
633,ASSS_RI_36-part-9,Physical Restraint Documentation Form,02/10/2021,11:28am,Classroom-Rm. 202 11:53am Observers;,thad not completed her reading center and was prompted to read before free time. She was her given and refused all. She was then given quiet space and ignored. After a few minutes she took options headphones out of the plug and played her music loudly. The classroom was cleared and the door blocked this,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
634,ASSS_RI_37-Part-1,Physical Restraint Documentation Form,Incident Date: 2/10/21,Start Time: 9:23,End Time: 9:41,"was in a highly agitated and aggressive state in the nurse's office after refusing to put on clean clothes after showering. He was given the opportunity to call home at which point he told his mom to ""fuck off"" and slammed the phone. He began yelling obsenities at staff attempting to assist him. He then",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
635,ASSS_RI_37-Part-10,Physical Restraint Documentation Form,Incident Date:3/31/2021,Start Time: 1:36,End Time: 1:38,was at free time and was ruining the classroom markers. was told he was done with the markers.,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
636,ASSS_RI_37-Part-11,Physical Restraint Documentation Form,AM,10:45,Classroom 10:59 Observers:,"had been rolling around on the floor, ripping up papers and throwing them up in the air, and kicking her desk from 9:06-10:45. Suddenly she said she wanted to do her work and got up and threw her pencil at another student. She then got up and started to run toward the other student in the room, and a small child",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
