,id,doc_type,date,start_time,end_time,description,student_id
1706,ASSS_SI_45_Part52,Time Out Room Log,11/8/19,10:55,11:45,came into school very upset by his morning at home. was given time to acclimate to being at school. Once work began (morningmeeting) he refused to participatethen was under tables screaming. He then began ripping our classroom map.,878
1707,ASSS_SI_45_Part53,Time Out Room Log,11/12/19,10:49,11:06,"was refusing to complete work at work time,was then prompted it was time for snack then began running around the roomand was climbing on furniture. was directed he needed to keep his feet on the floor",878
1708,ASSS_SI_45_Part54,Time Out Room Log,11/13/19,11:45,Time exited: 12:10,was at free time listening to music when he attempted many times to watch and listen to things other than music (shows/movies).Free time ended andwent to the cubby area then was climbing on furniture was directed to keep his feet on the floor. He,878
1709,ASSS_SI_45_Part55,Time Out Room Log,11/18/19,Time entered: 2:00,2:15,Following restraintbegan throwing things around the room. He was also calling friends names was prompted he could go take abreak.,878
1710,ASSS_SI_45_Part56,Time Out Room Log,11/20/19,10:20,10:55,returned from O.T. and did not complete the work in his related service timethen ran to the cubby area where he placed hisbody unsafely in the cubbies. He asked for help to get out of the position he put himself. He began hitting and punching staff. He was,878
1711,ASSS_SI_45_Part57,Time Out Room Log,Date: 11/1/2019,12:56,1:05,Student was confronted with negative behavior while playing a board game. He left the room to enter the break room.Behavior during time out:Behavior upon exiting:,999921792
1712,ASSS_SI_45_Part58,Time Out Room Log,11/4/19,11:02,12:00,"did not want to go to reading withHe became angry, and eloped from the room to go to time out and then he ranfrom the time out room. Staff blocked him from running out of the building. Using proximity staff were able to coral",999921792
1713,ASSS_SI_45_Part59,Time Out Room Log,Date: 11/4/2019,12:55,1:05,was angry that he could not go to earned reward time. He stated that he was going for a break and left the room.Behavior during time out:Behavior upon exiting:,999921792
1714,ASSS_SI_45_Part6,Time Out Room Log,Date: 10/8/19,9:15 AM,Time exited: 9:30 AM,,999917780
1715,ASSS_SI_45_Part60,Time Out Room Log,Date: 11/12/19,Time entered: 11:40,Time exited: 12:05,,SchoolTool Student ID Number: 999916649
1716,ASSS_SI_45_Part61,Time Out Room Log,11/21/19,Time exited:,745 AM,Hitting staff on /off busBehavior during time out:Behavior upon exiting:,999917697
1717,ASSS_SI_45_Part62,Time Out Room Log,Date: 11/21,Time entered: 935,Time exited: 945,Arthroglacting staffBehavior during time out:Behavior upon exiting:,999917697
1718,ASSS_SI_45_Part63,Time Out Room Log,Date: 11/4/19,1:10,Time exited: 1:25,was During arguing health class with the teacher and makingbecame very disrespectto time out,
1719,ASSS_SI_45_Part64,Time Out Room Log,Date: 11/6/19,,12:10pm,was aren several verbal prompts topeer.Wentoresto this peer and,iD30
1720,ASSS_SI_45_Part65,Time Out Room Log,Date: 11-25-2019,1:15,Time exited: 1:35,,103D
1721,ASSS_SI_45_Part66,Time Out Room Log,Date: 11-7-19,Time entered: 1:20,Time exited: 1:55,Class - Ready to come back to class. went to the bathroomcame out and started running and being unsafe on theStairs.,852
1722,ASSS_SI_45_Part67,Time Out Room Log,Date: 11/7/19,Time entered: 10:37,Time exited: 10:42,,999920890
1723,ASSS_SI_45_Part68,Time Out Room Log,Date: 11/8/19,Time entered: 12:00,12:30,"Refused work, Was asked to go to AWLBehavior during time out:Behavior upon exiting:",SchoolTool Student ID Number 1999820896
1724,ASSS_SI_45_Part69,Time Out Room Log,Date: 11/12/19,8:41,Time exited: 8:45,Behavior during time out:Behavior upon exiting:Calm,999920896
1725,ASSS_SI_45_Part7,Time Out Room Log,10/9/19,Time entered: 8:10,11:45AM,,999918833
1726,ASSS_SI_45_Part70,Time Out Room Log,Date: 11/13/19,Time entered: 200 10:08,12.28 10:28,went into Time Out instead of AWLBehavior during time out:Behavior upon exiting:,
1727,ASSS_SI_45_Part71,Time Out Room Log,11/13/19,,Time exited: 10:50,,99992009/0
1728,ASSS_SI_45_Part72,Time Out Room Log,Date: 11/13/19,11:05,Time exited: 11:15,Pushing through staff to fight a classmateBehavior during time out:Behavior upon exiting:,11/20596
1729,ASSS_SI_45_Part73,Time Out Room Log,Date: 11/18/19,8:25,Time exited: 8:40,,999920896
1730,ASSS_SI_45_Part74,Time Out Room Log,Date: 11/21/19,Time entered: 12:25,Time exited: 12:29,Refused to hand in phone.Behavior during time out:Behavior upon exiting:,999920896
1731,ASSS_SI_45_Part75,Time Out Room Log,Date: 11-7-19,Time entered: 12:35,12:45.,went to the bathroom then cameout. and ranand was unsate in the halls. Gave himchoices to 90 back to the room or AWL. He ran off again,999917775
1732,ASSS_SI_45_Part76,Time Out Room Log,12/10/2019,Time exited:,8:28,thad become angry and aggressive toward his teachers in the classroom. He was directed to the time out room to relax.Behavior during time out:Behavior upon exiting:,999921758
1733,ASSS_SI_45_Part77,Time Out Room Log,12/10/2019,9:00,Time exited:9:10,had been in time out and asked for the door to be opened. He sat for a few moments and was able to show that his body wassafe and calm and the door was opened. After several minutes in the break areabecame upset while talking about what had,999921758
1734,ASSS_SI_45_Part78,Time Out Room Log,12/10/2019,10:28,Time exited: 10:50,woke up from his rest to use the bathroom. He used the bathroom and washed his hands when staff noticedbeed his pants.He was prompted he could change his clothes quickly.,999921758
1735,ASSS_SI_45_Part79,Time Out Room Log,12/10/2019,12:49,Time exited: 12:59,had become upset during Art because the activity was not preferred. He began running around the room and throwing furniture.He was directed to the time out room to calm down safely.Behavior during time out:,999921758
1736,ASSS_SI_45_Part8,Time Out Room Log,Date: 10/1/19,Time exited:,10:30,hile in AWLto punch staff.threw a deskt attempted,454777644
1737,ASSS_SI_45_Part80,Time Out Room Log,,8:56,Time exited:g:01,was refusing to participate in morning meetingbegan to slam a desk in the back of the room. He then kicked over thegarbage can and was aggressive toward staff,999921758
1738,ASSS_SI_45_Part81,Time Out Room Log,12/11/2019,12:21,12:35,was transitioning from lunch to quiet time when a peer was having a hard time and yelling things to himbegan to curse andyell at staff.,999921758
1739,ASSS_SI_45_Part82,Time Out Room Log,12/11/2019,12:45,1:04,was ended his quiet time when a staff prompted him that the timer rang.was cleaning up and hit his hand off the table. Hewas frustrated and began hitting staff and screaming,999921758
1740,ASSS_SI_45_Part83,Time Out Room Log,12/12/2019,8:21,Time exited:g:25,got off the bus and requested to go inside and take a break in the time out room.Behavior during time out:Behavior upon exiting:,999921758
1741,ASSS_SI_45_Part84,Time Out Room Log,12/16/2019,1:38,Time exited:2:15,had spent most of the day in the back cubby area stating he was not going to workdecided to make up missed work andparticipate in P.E.,999921758
1742,ASSS_SI_45_Part85,Time Out Room Log,12/17/2019,9:58,10:07,was in speech when he became frustrated about the popper game.threw the game in the garbage. He was prompted thegame could be done he just needed to get the popper out of the garbage. He began throwing more speech materials and scratching,999921758
1743,ASSS_SI_45_Part86,Time Out Room Log,Time entered:,Time exited:,12/17/2019,was in his math center and was frustrated at the prodigy program and slammed the chrome book on the floorwas thengrabbing classroom materials and ripping and breaking them. was then prompted to stay safe in the classroom. He became,999921758
1744,ASSS_SI_45_Part87,Time Out Room Log,Date: 12/17/2019,12:39,Time exited: 2:15,finished lunch and was prompted he had forgotten garbage at the tablerefused to pick it up. He was given the choice to putshoes on first for Art,A
1745,ASSS_SI_45_Part88,Time Out Room Log,12/18/2019,10:46,10:57,wanted to pick chrome book for free time. He was not safe with it the previous day and was asked to pick a different activitytook his chairs and threw it across the room.was prompted to take a safe break.,999921758
1746,ASSS_SI_45_Part89,Time Out Room Log,12/20/2019,10:50,12:15,was wrapping a gift and began to hit staffwas directed to stay safe. continued to be aggressive. was guided totime out to take a break.,999921758
1747,ASSS_SI_45_Part9,Time Out Room Log,Date: 10-16-19,Time entered: 1:41,Time exited: 2:07,was swearing and disturbing classalong with threatening others.trided to bite,354777644
1748,ASSS_SI_46_Part1,Time Out Room Log,Date: 12/4/2019,10:40,11:00,"As the class was leaving PE to return to the classroom,to a break in the time out room.Behavior during time out:",999918919
1749,ASSS_SI_46_Part10,Time Out Room Log,11/4/19,12:00Pmp Time exited: 12:15PM,12:00Pmp Time exited: 12:15PM,"began spitting at staff, running around theroom , throwing toys, enptying boxes targeti ndother students by throwing things at then add",999919913
1750,ASSS_SI_46_Part11,Time Out Room Log,11/15/19,Time entered: 12:11,Time exited: 12:24,,SchoolTool Student ID Number: 999919913
1751,ASSS_SI_46_Part12,Time Out Room Log,11/18/19,Time entered: 12:02,12:20,,SchoolTool Student ID Number: 999919913
1752,ASSS_SI_46_Part13,Time Out Room Log,11-19-19,12:15 p.m.,12:35 PM,,999919913
1753,ASSS_SI_46_Part14,Time Out Room Log,Date: 11/21/19,Time entered: 1:01,:26,,SchoolTool Student ID Number: 999919913
1754,ASSS_SI_46_Part15,Time Out Room Log,Date: 11/14/19,Time exited:,10:16 am,for a test on his chrome book.Test was taken away - conversation in hallway.hitting head on wall,999920693
1755,ASSS_SI_46_Part16,Time Out Room Log,12/4/2019,8:40,Time exited: 9:45,came into school very angrywas in the cubby and was throwing books and class room materials. He then wanted hisbreakfast and when prompted to clean the books that he had thrown,999921758
1756,ASSS_SI_46_Part17,Time Out Room Log,12/4/2019,1:32,2:15,woke up from his rest and returned to programavas then presented with work following lunch.was swearing and,999921758
1757,ASSS_SI_46_Part18,Time Out Room Log,12/5/2019,Time entered: 8:29,Time exited: 9:20,became extremely agitated before unpacking his backpack. He exclaimed that we were all trying to ruin his life and that he hatedus.As he escalated further he began running around the classroom and attempting to hit his teachers.,999921758
1758,ASSS_SI_46_Part19,Time Out Room Log,12/5/2019,12:40,1:02,woke up from his rest and returned to programbegan to make up missed work and was frustrated he drew a picture thewrong way on his calendar. began swinging his chair and punching staff. He then began knocking things over in the classroom.,999921758
1759,ASSS_SI_46_Part2,Time Out Room Log,11/18/19,Time entered: 12:35,Time exited: 1:15,Behavior during time out:Behavior upon exiting:hitting door,454777644
1760,ASSS_SI_46_Part20,Time Out Room Log,12/5/2019,1:50,Time exited:2:03,"was given the direction to pack up. He was in the cubby area screaming and swearing at staff.was then aggressive andbegan kicking staff. was offered a break (putty, drawing, looking at books). He continued to kick staff.",999921758
1761,ASSS_SI_46_Part21,Time Out Room Log,12/9/2019,9:10,Time exited: 9:22,crawling around the room under furniture.would hit staff from under the table.was then given space. He was then under,999921758
1762,ASSS_SI_46_Part22,Time Out Room Log,12/9/2019,9:35,Time exited:9:52,Following restraintecontinued to crawl under class room furniture. Chairs were removed fromreach.,999921758
1763,ASSS_SI_46_Part23,Time Out Room Log,12/9/2019,10:20,10:36,was working in the outer break area and became frustrated by his work began running around the room attempting to throwhis chair and the phone.was prompted to take a break and went into the time out room.,999921758
1764,ASSS_SI_46_Part24,Time Out Room Log,12/9/2019,10:39,11:50,was working in the outer break area and became frustrated by his work.began running around the room trying to hurt staff.was guided into time out.,999921758
1765,ASSS_SI_46_Part25,Time Out Room Log,BLA 11/25/19,"12:40,",Time exited: 1:00,"asked to 80 to bathraum- newas huldhedtowait for staff, he attempted to Vun from room down stairsBehavior during time out:",SchoolTool Student ID Number: 999917775
1766,ASSS_SI_46_Part26,Time Out Room Log,Date: 11/13/19,12:08,Time exited: 12:23,,
1767,ASSS_SI_46_Part27,Time Out Room Log,11/15/19,1250,30,"Staff gave Student a language warning, studentbecame more verbally abusive. student knocked overparking signs, was taken to T.O. by crisis team.",
1768,ASSS_SI_46_Part28,Time Out Room Log,Date: 11/4/19,Time entered: 11:35,Time exited: 11:50,,SchoolTool Student ID Number: 999919924
1769,ASSS_SI_46_Part29,Time Out Room Log,Date: 11/4/19,Time entered: 1:35,Time exited: 200,,SchoolTool Student ID Number: 999919924
1770,ASSS_SI_46_Part3,Time Out Room Log,11-20-19,Time entered: 1:05 am,Time exited: 2.11,"pushing staff, shoving, not following directivesswearing at T threatening staffBehavior during time out:",
1771,ASSS_SI_46_Part30,Time Out Room Log,Date: 11/20/19,12 15,Time exited: 1230,"of a student. Then when sitting alone began hitting his himwas annoyed by the tone, of voiceleg. A staff asked if he needed a break which annayed",
1772,ASSS_SI_46_Part31,Time Out Room Log,Date: 11/26/19,Time entered: 8:15Am,Time exited: 8.25Am,wacked out of class and triedto run away Frow staff by running down the starwayBehavior during time out:,877
1773,ASSS_SI_46_Part32,Time Out Room Log,Date: 11/26/19,,Staff person supervising student during time out),"went to the AWL ROOA to eat his breakdas While in there,then started room yanting being unsalf onthedoor homove and d tried the to chars Presh pastbegan then took througing the chair too and he Milk was all they over the in room and destroying began",877
1774,ASSS_SI_46_Part33,Time Out Room Log,Date: 14/18/19,1230,12:35. pm,"started throwing ballsat another student. the was asked to stop. When he con-tinued,",
1775,ASSS_SI_46_Part34,Time Out Room Log,11/25/19,Time exited:,11: 20 am,was asked to complete his workbefore he was He became verbally abusive towards staff.He was asked to go to time - -out.,999918833
1776,ASSS_SI_46_Part35,Time Out Room Log,11/18/19,Time entered: 8:20,Time exited: 8:40,,454777644
1777,ASSS_SI_46_Part36,Time Out Room Log,11/18/19,Time exited:,10:40,"was in art and threatened andcursed atenther student. When told to stop,threatened",454777644
1778,ASSS_SI_46_Part37,Time Out Room Log,12/05/19,2:00pm,Time exited: 2:10pm,"was upset He didn't earn his point for earned free time. He starts to kick his bin and then flip his chair. I asked him to take awalk with me We walked down to the Zen Den, where he started to kick and throw the stuffed animals. I asked him to go to the blueroom for a break We walked to the blue room.",999921920
1779,ASSS_SI_46_Part38,Time Out Room Log,Time entered: 1:10pm,Time entered: 1:10pm,12/3/19,"Iwas upset with the 2 hour delay. Things seemed to upset him today. After earned free time was over, we moved into Sharedreading. He was a little upset and askfor a walk. We walked the hallway.Coming back to class he walked to the door and",926
1780,ASSS_SI_46_Part39,Time Out Room Log,12/3/19,1:10pm,1:30pm,"8 was upset with the 2 hour delay. Things seemed to upset him today. After earned free time was over, we moved into Sharedreading. He was a little upset and ask,a for a walk. We walked the hallway. Coming back to class he walked to the door and",926
1781,ASSS_SI_46_Part4,Time Out Room Log,11/21/2019,8:46,Time exited: 9:46,,999920815
1782,ASSS_SI_46_Part40,Time Out Room Log,12/17/19,1:25pm,Time exited: 2:15pm,was upset about Self reading for 15 minutes. He was asked to take a break. He was hitting his head with a book and banginghis head on the door. He walked to the timeout room with staff.Behavior during time out:,926
1783,ASSS_SI_46_Part41,Time Out Room Log,12/4/19,11:34,12:00,was frustrated with his work and began hitting and kicking then decided he wanted to take a break.Behavior during time out:Behavior upon exiting:,878
1784,ASSS_SI_46_Part42,Time Out Room Log,12/17/19,12:15,12:31,"Student was stringing beads. Student ran out of beads. Student thought it was unfair. Student started kicking his desk leg andrepeating, ""It's not fair!"" Student was encouraged to take a break several times, and he finally left.Behavior during time out:",999921792
1785,ASSS_SI_46_Part43,Time Out Room Log,Date: 12/10/19,Time entered: 1140,Time exited: 1205,,SchoolTool Student ID Number: 999916649
1786,ASSS_SI_46_Part44,Time Out Room Log,Date: 12/5/2019,Time entered: 11:308 am.,Time exited: 11:30 am.,"refused fo participate in speech, but when leftalone, decided to come to table. When given activity, shestanded gradibing t throwing ,and suringing legs at staff",999917697
1787,ASSS_SI_46_Part45,Time Out Room Log,12/11/19,745,805AM,Kicking / hitting staffBehavior during time out:Behavior upon exiting:,999917697
1788,ASSS_SI_46_Part46,Time Out Room Log,Date: 12/12/19,Time entered: 744AM,Time exited: 804AM,"Flopping on groundoutside, kicking / hitting staffBehavior during time out:",999917697
1789,ASSS_SI_46_Part47,Time Out Room Log,12/16/19,Time entered: 845AM,905AM,Hitting staffThrouing classrooms objectsBehavior during time out:,999917697
1790,ASSS_SI_46_Part48,Time Out Room Log,Date: 12/16/19,Time entered: 938,Time exited: 950AM,"attempting toHitting/ kicking staff, Kicking functiveover on hereby",999917697
1791,ASSS_SI_46_Part49,Time Out Room Log,12/4/19,Time entered: 9:05,,left AWL without permission andwas in AWL after being unsafeattempted to run down the main staircase.,852
1792,ASSS_SI_46_Part5,Time Out Room Log,11/15/19,Time entered: 1:48,Time exited: 158,"LEFT ALE, WENT to Time Out RoomBANGING HEAD ON TABLEWENT TO ALE, STARTED THROWING CHAIRS",999918715
1793,ASSS_SI_46_Part50,Time Out Room Log,12/18/19,8:45,851,"took a ball from,wasin free gym Another studentpunched the student in the",852
1794,ASSS_SI_46_Part51,Time Out Room Log,Time entered:,8:34,Time exited: 8:45 a,Behavior during time out:Behavior upon exiting:Quict not saying much,999420896
1795,ASSS_SI_46_Part52,Time Out Room Log,Date: 12/11/19,12:22,Time exited: 12:26,,999921896
1796,ASSS_SI_46_Part53,Time Out Room Log,Date: 02/12/19,Time entered: 12:20,Time exited: 12:25,,999920896
1797,ASSS_SI_46_Part54,Time Out Room Log,Date: 12/19/19,Time entered: 9:01,Time exited: 9:12,,991720896
1798,ASSS_SI_46_Part55,Time Out Room Log,Date: 12-10-19,Time entered: 1:40,2:10,was watching a movie and askedtogo for a walk.was told towait for a staff member.,
1799,ASSS_SI_46_Part56,Time Out Room Log,12/13/19,1140,Time exited: 11155,was arguing with another student.pushed the other student.Behavior during time out:,999917775
1800,ASSS_SI_46_Part57,Time Out Room Log,12/16/19,9:15,9:50,walked acrossroom To throwsomething in garbago and hit another student in backwith something he threw.,99911775
1801,ASSS_SI_46_Part58,Time Out Room Log,Time entered;,,Staff person supervising student during time out:,"was swearing, un coopera five infor a walk. Refused to return to Art Class andart class, was warned about lenguage and taken",
1802,ASSS_SI_46_Part59,Time Out Room Log,Date: 12/10/19,45,210,,
1803,ASSS_SI_46_Part6,Time Out Room Log,Date: 11/12/19,Time entered: 1:26,1:42,"RUNNING iN HALLSPUSHING STAFFTHROWING CHAIRS, SUPPLIES",999416727
1804,ASSS_SI_46_Part61,Time Out Room Log,12/12/19,9:14,210,"stated he was going to bang so he can ""disrupt"" others.-Kicking walls, radiator, door, kir furniture, MiMick throwing furniture",
1805,ASSS_SI_46_Part62,,,,,,
1806,ASSS_SI_46_Part63,Time Out Room Log,Time entered:,Time exited:,12/9/19,the staff gave him. He then began to argue andbeing disrespectful by calling staff names andswearing,999919021
1807,ASSS_SI_46_Part64,Time Out Room Log,Date: 12/10/2019,1:15,1:45gm,"student began sweaning in the classroom, went toAWL room, began doing his work, then started swearing atstaff, rupping up his papers, attemping tothrow ball at stalf",
1808,ASSS_SI_46_Part65,Time Out Room Log,12/20/19,,1115,"Clying banging head on (floor, hitting ownheadBehavior during time out:",999921779
1809,ASSS_SI_46_Part66,Time Out Room Log,Date: 12/10/19,Time entered: 12:30,1:50,"was in a AWL for disrupting class, She threw overdesk, pushed, Kicked, hit staff,Behavior during time out:",454777644
1810,ASSS_SI_46_Part67,Time Out Room Log,Date: 12/20/19,Time entered: 8:11,8256,,999918434
1811,ASSS_SI_46_Part68,Time Out Room Log,Date: 12/4/19,Time exited:,10:10,,999918715
1812,ASSS_SI_46_Part69,Time Out Room Log,Date: AZZ0114,12:20,,,99918715
1813,ASSS_SI_46_Part7,Time Out Room Log,Date: 11/6/19,Time entered: 123 pm,Please see below,"got angy that he missed out on a reinforcerBehavior during time outBehavior, upon exiting",SchoolTool Student ID Number: 850
1814,ASSS_SI_46_Part70,Time Out Room Log,12/20/19,Time exited:,10:00,,999918715
1815,ASSS_SI_46_Part71,Time Out Room Log,Date: 12/17/19,11:15,Time exited: 2:23 mR,,999920815
1816,ASSS_SI_46_Part72,Time Out Room Log,Date: 12/5/19,10:00,Time exited: 10:05,,58336 9759
1817,ASSS_SI_46_Part73,Time Out Room Log,12-5-19,Time entered: 11:15,11:28,,083369759
1818,ASSS_SI_46_Part74,Time Out Room Log,Date: 12/12/19,11:39 AM,11:58,,583369759
1819,ASSS_SI_46_Part75,Time Out Room Log,12/16/19,Time entered: 3:35,Time exited: 3:42,,SchoolTool Student ID Number: 583369759
1820,ASSS_SI_46_Part76,Time Out Room Log,12/9/19,Time exited:,8:55 am,,999916727
1821,ASSS_SI_46_Part8,Time Out Room Log,Date: 11-14-2019,Time entered: 12:59,Time exited: 1:03,"Hitting, scratching, climbing furniture, elevated temperature(99.4°F)Behavior during time out:",999920759
1822,ASSS_SI_46_Part9,Time Out Room Log,Date: 11/20/19,,10:14,,954
1823,ASSS_SI_47_Part1,Time Out Room Log,Date: 12/19/19,1:27,Time exited: 1:40,Behavior during time out:Behavior upon exiting:Sitting feoing Corner Quietly,798 442 000
1824,ASSS_SI_47_Part10,Time Out Room Log,Date: 12/19/2019,,Time exited: 12:56,,945
1825,ASSS_SI_47_Part11,Time Out Room Log,Date: 12/20/19,Time entered: 8:14,Time exited: 8:24,,954
1826,ASSS_SI_47_Part12,Time Out Room Log,Date: 12/20/2019,,11:34,,954
1827,ASSS_SI_47_Part13,Time Out Room Log,Date: 12/19/19,Time exited:,02-1912:40,,522474828
1828,ASSS_SI_47_Part14,Time Out Room Log,12/12/19,Time exited:,10:00,,999916686
1829,ASSS_SI_47_Part15,Time Out Room Log,Time entered:,Time exited:,12/12,,999916686
1830,ASSS_SI_47_Part16,Time Out Room Log,Date: 12/12/19,Time exited:,1:55,,to 999916686
1831,ASSS_SI_47_Part17,Time Out Room Log,Date: 1/6/2020,10:38,11:07,Following restraintwas re-escalating and was then prompted his time in P.T./O.T. was done. aggressive and was tryingto hurt staff. wathen guided to time out to take a quiet safe break.,SchoolTool Student ID Number: 999921758
1832,ASSS_SI_47_Part18,Time Out Room Log,Date: 1/6/2020,11:28,11:50,was resting in the outer break area and he began to crawl around the room.was at the doorway trying to leave and washitting staff in the doorway.,999921758
1833,ASSS_SI_47_Part19,Time Out Room Log,1/6/2020,1:33,2:15,returned to the classroom for the last work group of the day and began running around the room'was prompted that if hewanted to participate he needed to sit at his desk,999921758
1834,ASSS_SI_47_Part2,Time Out Room Log,12-6-19,Time entered: 9:28,Time exited: 9.42,,850
1835,ASSS_SI_47_Part20,Time Out Room Log,1/7/2020,9:03,Time exited: 9:17,"had become angry in the classroom due to a work demand. began running around the classroom tipping furniture, I directedto take a break in the timeout room.Behavior during time out:",999921758
1836,ASSS_SI_47_Part21,Time Out Room Log,1/7/2020,1:39,Time exited: 1:48,was at science group when he stated he quit and left the group.was offered a break and was told when he was ready hecould return to group. He returned following a break,999921758
1837,ASSS_SI_47_Part22,Time Out Room Log,1/8/2020,8:21,Time exited: 8:56,arrived from the bus frustrated to be at school.was in the cubby area throwing items from his cubby and screamingwas offered a break and time away from the room if he was not ready to start his day,999921758
1838,ASSS_SI_47_Part23,Time Out Room Log,1/8/2020,9:50,10:00,returned from O.T. and had to clean his mess from earlier that morningwas prompted that he could have free time after hisclothes were picked up,999921758
1839,ASSS_SI_47_Part24,Time Out Room Log,1/9/2020,8:20,Time exited: 8:53,arrived very angry to be at school. Once in the classroombegan screaming and throwing things from his cubby. Staffremained close proximity due to classmates being nearby.,999921758
1840,ASSS_SI_47_Part25,Time Out Room Log,1/9/2020,1:00,1:24,began to work in the outer break area.stated he wanted to go take a quick rest. Whenwas resting he began screaming,999921758
1841,ASSS_SI_47_Part26,Time Out Room Log,1/10/2020,11:25,11:28,began to work on his last center before free time.was frustrated that a teacher needed to sit with him. He wanted to just playwith his avatar when given the direction he needed to complete the math portion of his center he became aggressive and began hitting,999921758
1842,ASSS_SI_47_Part27,Time Out Room Log,1/10/2020,1:56,Time exited: 2:04,refused to pick up his blanket and bean bag. He began crawling around the classroomwas swearing and hitting staff.was prompted it was the end of the day and it was time to go home.,999921758
1843,ASSS_SI_47_Part28,Time Out Room Log,1/10/2020,2:06,2:15,returned from time out. He began re-escalating when staff toldihe could pack up. After he packed upbegan screaming,999921758
1844,ASSS_SI_47_Part29,Time Out Room Log,1/14/2020,9:06,10:14,had been extremely aggressive following a transition to circle time in the classroom.was directed to take a break in the timeout room to relax as he had been following his teachers to kick and hit.,999921758
1845,ASSS_SI_47_Part3,Time Out Room Log,Date: 12/9/19,Time entered: 11:19,11:29,,850
1846,ASSS_SI_47_Part30,Time Out Room Log,Date: 1/14/2020,10:43,10:52,began throwing and climbing on furniture in the break area after the door to the time out room was opened.teachersattempted to ignore much of this behavior.,999921758
1847,ASSS_SI_47_Part31,Time Out Room Log,1/14/2020,10:58,11:13,"had begun to show signs of calming down, and the door to the time out room was opened, however, after a few minutes,charged out of the room and attempted to hit and kick his teachers, was directed back into the time out room to calm down.Behavior during time out:",999921758
1848,ASSS_SI_47_Part32,Time Out Room Log,1/14/2020,11:23,Time exited: 11:41,had again shown signs of calming down and the door to the time out room was open.exited the time out room andimmediately became irate with his teachers.,999921758
1849,ASSS_SI_47_Part33,Time Out Room Log,1/15/2020,8:49,9:08,refused to brush his teeth and when prompted he became aggressive toward staff.went to hide in the bathroom and refusedto come out. He was guided out of the bathroom back into the classroom.,999921758
1850,ASSS_SI_47_Part34,Time Out Room Log,1/16/2020,1:55,2:09,was refusing to go to read aloud and was playing with wikki sticks. When prompted to put the wikki sticks away he immediatelybecame aggressive and kicked staff multiple times.was prompted he could have wikki sticks after read aloud. He continued to hit,999921758
1851,ASSS_SI_47_Part35,Time Out Room Log,1/23/2020,11:08,11:40,was at writing and began running around the room disrupting classmates.was offered breaks and other places to work in theroom. He continued to run around the room and was throwing class materials at staff. He was stating he wanted to cut teachers.,
1852,ASSS_SI_47_Part36,Time Out Room Log,1/23/2020,1:45,1:51,k was at his last work group of the day. He was frustrated by the work he needed to complete before free timewas offered abreak or to work in a different spot in the room. He stated he was never working again and left the group,999921758
1853,ASSS_SI_47_Part37,Time Out Room Log,Date: 1/23/2020,1:52,2:00,returned to the classroom to pack up. He immediately began running around the room flipping chairswas directed to packup his things to go home. He then flipped his desk and was throwing his chair at staff. Aly was guided to time out.,999921758
1854,ASSS_SI_47_Part38,Time Out Room Log,Date: 1/27/20,12:55,1:20,had just presented calm from a supine hold. She followed directions andattemted LSI.ran in,999921938
1855,ASSS_SI_47_Part39,Time Out Room Log,Date: 1/6/20,11:25 am,Time exited: 11:30 am,"was yelling at other students because they were loud. When another classmate commented,kicked the child in the backof the chair he was sitting in. The other stood up and glared at him and asked why",76495
1856,ASSS_SI_47_Part4,Time Out Room Log,12/10/19,:43,Time exited: 1:51,"lork or listen at theme group (building a snouman out of marshmallows)began destroying property, climbed on top of desks & leaped offhurt staff 1/4 students. Escorted to time out.",850
1857,ASSS_SI_47_Part40,Time Out Room Log,Date: 1/08/2020,8:27am,8:32am,Groaning in classroom and was asked to take a break . While walking to the blue room was kicking the hallway walls.Behavior during time out:Behavior upon exiting:,76495
1858,ASSS_SI_47_Part41,Time Out Room Log,1/08/2020,9:17am,9:47am,Groaning in classroom Another student ask him to stop and he did it again. Thengot up and picked up the chair to throw it. Thechair was stopped by staff.,76495
1859,ASSS_SI_47_Part42,Time Out Room Log,1/08/2020,10:46am,Time exited: 10:48am,became frustrated with writing work. Started kicking the desk and groaning. Was asked to take a break. He said ok and walkedto timeout.Behavior during time out:,76495
1860,ASSS_SI_47_Part43,Time Out Room Log,1/09/2020,10:00am,10:15am,Becameupsetwhen,76495
1861,ASSS_SI_47_Part44,Time Out Room Log,1/14/2020,11:10am,11:45am,became upset with trying to get on his chrome book to do spelling city . Started kicking the desk. Offered a break many times.When he tried to swing a punch at another student was asked to leave the room to go to the blue room. Followed compliantly.Behavior during time out:,76495
1862,ASSS_SI_47_Part45,Time Out Room Log,Date: 1/15/20,8:40 am,Time exited: 8:47 am,Upset about spelling work and how staff intervened to help. Was doing it wrong but did not want help. Started yelling. Peer yelled athim to be quiet.made stabbing motion at peer with his pen in close proximity.,76495
1863,ASSS_SI_47_Part46,Time Out Room Log,Date: 1/22/20,11:28 am,11:40,was upset with a peer over a loy. He was grabbing at the foy and then swinging punches at the child. He wasdirected to sit at lhis seat. He was offered albreak with this drawing or a book to read. He went after the classmateagaïn. He then kicked a chaïr at another student. He was directed to the blue room for a break.,
1864,ASSS_SI_47_Part47,Time Out Room Log,Date: 1/28/2020,9:05am,9:12am,became upset with art. Was asked to take a break. He mumbled I don't know. lets take a break went to the blue room.Behavior during time out:Behavior upon exiting:,76495
