,id,school_building,date,restraint_began,restraint_end,seclusion_start,seclusion_end,restraint_type,doc_type,description
399,COH_RISI_12_Part33,School: Harmony HillIncident Description,Date of Incident: 1/3/17,Time restraint began: 11:20,Time restraint ended: 11:35,Time seclusion ended:,Transport utilized?,himself.,,
400,COH_RISI_12_Part34,School: Harmony HillIncident Description,Date of Incident: 11/7/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 11:14,Time seclusion ended: 11:22,Children's control position,,
401,COH_RISI_12_Part35,School: Harmony HillIncident Description,Date of Incident: 11/9/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 10:34,Time seclusion ended: 10:47,Children's control position,,
402,COH_RISI_12_Part36,School: Harmony HillIncident Description,Date of Incident: 11/9/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 11:17,Time seclusion ended: 11:34,Children's control position,,
403,COH_RISI_12_Part4,School: Harmony HillIncident Description,Date of Incident: 12/20/16,Time restraint ended:,Seclusion utilized? Yes,Time seclusion began: 10:45,Time seclusion ended: 11:07,Children's control position seated with support on legs,,
404,COH_RISI_12_Part5,School: Harmony HillIncident Description,Date of Incident: 1/4/17,Time restraint ended:,Seclusion utilized? Yes,Time seclusion began: 12:52,Time seclusion ended: 1:00,X,,
405,COH_RISI_12_Part6,School: Harmony HillIncident Description,Date of Incident: 1/4/17,Time restraint ended:,Seclusion utilized? Yes,Time seclusion began: 1:58,Time seclusion ended: 2:12,Children's control position seated with support on legs,,
406,COH_RISI_12_Part7,School: Harmony HillIncident Description,Date of Incident: 1/4/17,Time restraint ended:,Seclusion utilized? Yes,Time seclusion began: 1:58,Time seclusion ended: 2:12,Children's control position seated with support on legs,,
407,COH_RISI_12_Part8,School: Harmony HillIncident Description,Date of Incident: 1/4/17,Time restraint ended:,Seclusion utilized? Yes,Time seclusion began: 12:52,Time seclusion ended: 1:00,"X** Crawled in with guided support, then the door was closed.",,
408,COH_RISI_12_Part9,School: Harmony HillIncident Description,Date of Incident: 1/11/17,Time restraint ended:,Seclusion utilized? Yes,Time seclusion began: 9:24,Time seclusion ended: 9:32,Children's control position seated with support on legs,,
409,COH_RISI_13_Part1,School: Harmony HillIncident Description,Date of Incident: 11/9/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 1:15,Time seclusion ended: 1:37,Children's control position,,
410,COH_RISI_13_Part10,School: Harmony HillIncident Description,Date of Incident: 12/13/16,Time restraint ended:,Seclusion utilized? Yes,Time seclusion began: 8;50,Time seclusion ended: 9:00,Children's control position,,
411,COH_RISI_13_Part11,School: Harmony HillIncident Description,Date of Incident: 1/4/17,Time restraint ended:,Seclusion utilized? Yes,Time seclusion began: 11:50,Time seclusion ended: 12:05,Children's control position-with support on legs,,
412,COH_RISI_13_Part12,School: Harmony HillIncident Description,Date of Incident: 1/4/16,Time restraint began: 8:58,Time restraint ended: 9:22 (let go,Time seclusion began: 8:50,Time seclusion ended: 8:58,X Children's control position-with support on legs,,
413,COH_RISI_13_Part13,School: Harmony HillIncident Description,Date of Incident: 1/4/17,Time restraint ended:,Seclusion utilized? Yes,Time seclusion began: 11:50,Time seclusion ended: 12:05,Children's control position-with support on legs,,
414,COH_RISI_13_Part14,School: Harmony HillIncident Description,Date of Incident: 1/4/16,Time restraint began: 8:58,Time restraint ended: 9:22 (let go,Time seclusion began: 8:50,Time seclusion ended: 8:58,X_Children's control position-with support on legs,,
415,COH_RISI_13_Part15,School: Harmony HillIncident Description,Date of Incident: 4/7/17,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 11:30,Time seclusion ended: 11:55- Door,Children's control position-,,
416,COH_RISI_13_Part16,School: Harmony HillIncident Description,Date of Incident: 10/12/16,Time restraint began: 10:26,Time restraint ended: 10:30,Time seclusion began: 10:30,Time seclusion ended: 10:45,X Children's control position,,
417,COH_RISI_13_Part17,School: Harmony HillIncident Description,Date of Incident: 10/18/16,Time restraint began: 12:47,Time restraint ended: 12:54,Time seclusion ended:,Transport utilized? no,Children's control position,,
418,COH_RISI_13_Part18,School: Harmony HillIncident Description,Date of Incident: 11/4/16,Time restraint began: 9:25,Time restraint ended: 9:34,Time seclusion ended:,Transport utilized? no,X,,
419,COH_RISI_13_Part19,School: Harmony HillIncident Description,Date of Incident: 10/19/16,Time restraint ended:,Seclusion utilized? no,Time seclusion began: 12:30,Time seclusion ended: 12:42,Children's control position,,
420,COH_RISI_13_Part2,School: Harmony HillIncident Description,Date of Incident: 11/9/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 1:57,Time seclusion ended: 2:24,Children's control position,,
421,COH_RISI_13_Part20,School: Harmony HillIncident Description,Date of Incident: 4/3/17,Time restraint began: 10:15,Time restraint ended: 10:25,Time seclusion ended:,Transport utilized? yes,himself.,,
422,COH_RISI_13_Part21,School: Harmony HillIncident Description,Date of Incident: 4/4/17,Time restraint began: 2:15,Time restraint ended: 2:25,Time seclusion ended:,tried to choke himself,himself.,,
423,COH_RISI_13_Part22,School: Harmony HillIncident Description,Date of Incident: 4/5/17,Time restraint began: 11:06,Time restraint ended: 11:20,Time seclusion ended:,to choke himself,Children's control position,,
424,COH_RISI_13_Part23,School: Harmony HillIncident Description,Date of Incident: 4/11/17,Time restraint began: 1:50,Time restraint ended: 2:04,Time seclusion ended:,to choke himself,himself.,,
425,COH_RISI_13_Part24,School: Harmony HillIncident Description,Date of Incident: 5/4/17,Time restraint began: 12:38,Time restraint ended: 12:43,Time seclusion began: 12:36,Time seclusion ended: 12:38,Children's control position,,
426,COH_RISI_13_Part25,School: Harmony HillIncident Description,Date of Incident: 5/8/17,Time restraint began: 12:25,Time restraint ended: 12:27,Time seclusion ended:,Transport utilized? yes,himself.,,
427,COH_RISI_13_Part3,School: Harmony HillIncident Description,Date of Incident: 11/15/16,Time restraint began: 12:58,Time restraint ended: 1:07,Time seclusion ended:,Transport utilized? no,x,,
428,COH_RISI_13_Part4,School: Harmony HillIncident Description,Date of Incident: 11/15/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 12:33,Time seclusion ended: 12:53,Children's control position,,
429,COH_RISI_13_Part5,School: Harmony HillIncident Description,Date of Incident: 11/15/16,Time restraint began: 1:12,Time restraint ended: 1:18,Time seclusion ended:,Transport utilized? no,X,,
430,COH_RISI_13_Part6,School: Harmony HillIncident Description,Date of Incident: 11/15/16,Time restraint began: 1:25,Time restraint ended: 1:33,Time seclusion ended:,Transport utilized? no,Children's control position,,
431,COH_RISI_13_Part7,School: Harmony HillIncident Description,Date of Incident: 11/21/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 2:31,Time seclusion ended: 2:36,Children's control position,,
432,COH_RISI_13_Part8,School: Harmony HillIncident Description,Date of Incident: 11/21/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 2:10,Time seclusion ended: 2:24,Children's control position,,
433,COH_RISI_13_Part9,School: Harmony HillIncident Description,Date of Incident: 11/21/16,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 9:07,Time seclusion ended: 9:18,Children's control position,,
434,COH_RISI_14_Part1,School: Harmony HillIncident Description,Date of Incident: 10/20/17,Time restraint began: 1:52,Time restraint ended: 2:00,Time seclusion ended:,Transport utilized?,Children's control position,,
435,COH_RISI_14_Part10,School: Harmony HillIncident Description,Date of Incident: 11/3/17,Time restraint began: 1:25,Time restraint ended: 1:40,Time seclusion ended:,Transport utilized? no,X,,
436,COH_RISI_14_Part11,School: Harmony HillIncident Description,Date of Incident: 11/8/17,Time restraint ended:,Seclusion utilized? yes,Time seclusion ended:,Transport utilized? no,Children's control position,,
437,COH_RISI_14_Part12,School: Harmony HillIncident Description,Date of Incident: 11/8/17,Time restraint began: 1:27,Time restraint ended: 1:45,Time seclusion began: 1:25,Time seclusion ended: 1:27,x,,
438,COH_RISI_14_Part13,School: Harmony HillIncident Description,Date of Incident: 11/8/17,Time restraint began: 10:31,Time restraint ended: 10:40,Time seclusion ended:,Transport utilized? no,Children's control position,,
439,COH_RISI_14_Part14,School: Harmony HillIncident Description,Date of Incident: 11/8/17,Time restraint began: 10:03,Time restraint ended: 10:20,Time seclusion ended:,Transport utilized? no,X,,
440,COH_RISI_14_Part15,School: Harmony HillIncident Description,Date of Incident: 10/27/17,Time restraint began: 2:20,Time restraint ended: 2:27,Time seclusion ended:,Transport utilized?,X Children's control position,,
441,COH_RISI_14_Part16,School: Harmony HillIncident Description,Date of Incident: 10/30/17,Time restraint began: 9:45,Time restraint ended: 9:59,Time seclusion ended:,Transport utilized?,X,,
442,COH_RISI_14_Part17,School: Harmony HillIncident Description,Date of Incident: 10/30/17,Time restraint began: 12:00,Time restraint ended: 12:14,Time seclusion ended:,Transport utilized?,X,,
443,COH_RISI_14_Part18,School: Harmony HillIncident Description,Date of Incident: 11/1/17,Time restraint began: 10:06,Time restraint ended: 10:21,Time seclusion began: 10:03,Time seclusion ended: 10:06,X,,
444,COH_RISI_14_Part19,School: Harmony HillIncident Description,Date of Incident: 11/1/17,Time restraint ended:,Seclusion utilized? no,Time seclusion ended:,Transport utilized? yes,Children's control position,,
445,COH_RISI_14_Part2,School: Harmony HillIncident Description,Date of Incident: 10/20/17,Time restraint began: 11:44,Time restraint ended: 11:52,Time seclusion ended:,Transport utilized?,X Children's control position,,
446,COH_RISI_14_Part20,School: Harmony HillIncident Description,Date of Incident: 11/3/17,Time restraint began: 12:25,Time restraint ended: 12:32,Time seclusion ended:,Transport utilized? yes,,,
447,COH_RISI_14_Part21,School: Harmony HillIncident Description,Date of Incident: 10/30/17,Time restraint began: 2:25,Time restraint ended: 2:32,Time seclusion ended:,Transport utilized?,Children's control position,,
448,COH_RISI_14_Part22,School: Harmony HillIncident Description,Date of Incident: 10/30/17,Time restraint began: 12:32,Time restraint ended: 12:48,Time seclusion ended:,Transport utilized?,Children's control position,,
449,COH_RISI_14_Part23,School: Harmony HillIncident Description,Date of Incident: 10/31/17,Time restraint began: 9:40,Time restraint ended: 9:52,Time seclusion ended:,Transport utilized?,Children's control position,,
450,COH_RISI_14_Part24,School: Harmony HillIncident Description,Date of Incident: 10/31/17,Time restraint began: 10:21,Time restraint ended: 10:28,Time seclusion ended:,Transport utilized?,Children's control position,,
451,COH_RISI_14_Part25,School: Harmony HillIncident Description,Date of Incident: 10/31/17,Time restraint ended:,Seclusion utilized? yes,Time seclusion began: 10:27,Time seclusion ended: 10:35,Children's control position,,
452,COH_RISI_14_Part26,School: Harmony HillIncident Description,Date of Incident: 10/31/17,Time restraint ended:,Seclusion utilized?,Time seclusion ended:,Transport utilized? Yes,Children's control position,,
453,COH_RISI_14_Part27,School: Harmony HillIncident Description,Date of Incident: 10/18/17,Time restraint began: 12:33,Time restraint ended: 12:43,Time seclusion ended:,Transport utilized?,X Children's control position,,
454,COH_RISI_14_Part28,School: Harmony HillIncident Description,Date of Incident: 10/18/17,Time restraint began: 9:45,Time restraint ended: 9:58,Time seclusion ended:,Transport utilized?,Children's control position,,
455,COH_RISI_14_Part29,School: Harmony HillIncident Description,Date of Incident: 10/17/17,Time restraint began: 10:37,Time restraint ended: 10:42,Time seclusion ended:,Transport utilized?,Children's control position,,
456,COH_RISI_14_Part3,School: Harmony HillIncident Description,Date of Incident: 10/20/17,Time restraint began: 1:07,Time restraint ended: 1:18,Time seclusion ended:,Transport utilized?,X,,
457,COH_RISI_14_Part30,School: Harmony HillIncident Description,Date of Incident: 10/16/17,Time restraint began: 10:55,Time restraint ended: 11:02,Time seclusion ended:,Transport utilized?,x,,
458,COH_RISI_14_Part31,School: Harmony HillIncident Description,Date of Incident: 10/16/17,Time restraint began: 10:33,Time restraint ended: 10:40,Time seclusion ended:,Transport utilized?,x,,
459,COH_RISI_14_Part4,School: Harmony HillIncident Description,Date of Incident: 10/20/17,Time restraint began: 1:40,Time restraint ended: 1:44,Time seclusion ended:,Transport utilized?,X Children's control position,,
460,COH_RISI_14_Part5,School: Harmony HillIncident Description,Date of Incident: 10/25/17,Time restraint began: 10:11,Time restraint ended: 10:25,Time seclusion ended:,Transport utilized?,Children's control position,,
461,COH_RISI_14_Part6,School: Harmony HillIncident Description,Date of Incident: 10/27/17,Time restraint began: 9:34,Time restraint ended: 9:52,Time seclusion ended:,Transport utilized?,x Children's control position,,
462,COH_RISI_14_Part7,School: Harmony HillIncident Description,Date of Incident: 10/27/17,Time restraint began: 12:43,Time restraint ended: 12:45,Time seclusion ended:,Transport utilized?,X,,
463,COH_RISI_14_Part8,School: Harmony HillIncident Description,Date of Incident: 11/3/17,Time restraint began: 2:20,Time restraint ended: 2:36,Time seclusion ended:,Transport utilized? no,X,,
464,COH_RISI_14_Part9,School: Harmony HillIncident Description,Date of Incident: 11/3/17,Time restraint began: 1:46,Time restraint ended: 1:59,Time seclusion ended:,Transport utilized? no,x_Children's control position,,
465,COH_RISI_15_Part1,School: Harmony HillIncident Description,Date of Incident: 10/16/17,Time restraint began: 10:15,Time restraint ended: 10:22,Time seclusion ended:,Transport utilized?,x,,
466,COH_RISI_15_Part10,School: Harmony HillIncident Description,Date of Incident: 03/27/2018,Time restraint ended:,Seclusion utilized? Yes,Time seclusion began: 2:27,Time seclusion ended: 2:34,Children's control position,,
467,COH_RISI_15_Part11,School: Harmony HillIncident Description,Date of Incident: 03/20/2018,Time restraint ended:,Seclusion utilized? Yes,Time seclusion began: 10:31,Time seclusion ended: 10:50,Children's control position,,
468,COH_RISI_15_Part12,School: Harmony HillIncident Description,Date of Incident: 03/26/2018,Time restraint ended:,Seclusion utilized? Yes,Time seclusion began: 1:50,Time seclusion ended: 1:58,Children's control position,,
469,COH_RISI_15_Part13,School:Harmony HillIncident Description,Date of Incident: 3/13/18,Time restraint ended:,Seclusion utilized?,Time seclusion began: 10:18,Time seclusion ended: 10:28,Children's control position,,
470,COH_RISI_15_Part14,School: Harmony HillIncident Description,Date of Incident: 03/21/2018,Time restraint ended:,Seclusion utilized? Yes,Time seclusion began: 10:15,Time seclusion ended: 10:26,Children's control position,,
471,COH_RISI_15_Part15,School: Harmony HillIncident Description,Date of Incident: 12/18/17,Time restraint ended:,Seclusion utilized?,Time seclusion began: 9:32,Time seclusion ended: 9:47,Children's control position,,
472,COH_RISI_15_Part16,School: Harmony HillIncident Description,Date of Incident: 12/18/17,Time restraint ended:,Seclusion utilized?,Time seclusion began: 1:42-1:58.,Time seclusion ended: 2:23,Children's control position,,
473,COH_RISI_15_Part17,School: Harmony HillIncident Description,Date of Incident: 12/7/17,Time restraint began: 9:10,Time restraint ended: 9:17,Time seclusion ended:,Transport utilized?,Children's control position,,
474,COH_RISI_15_Part18,School: Harmony HillIncident Description,Date of Incident: 11/28/17,Time restraint ended:,Seclusion utilized?,Time seclusion began: 1:53,Time seclusion ended: 2:10,Children's control position,,
475,COH_RISI_15_Part19,School: Harmony HillIncident Description,Date of Incident: 10/30/17,Time restraint ended:,Seclusion utilized?,Time seclusion began: 10:05,Time seclusion ended: 10:15,Children's control position,,
476,COH_RISI_15_Part2,School: Harmony HillIncident Description,Date of Incident: 10/12/17,Time restraint began: 12:45,Time restraint ended: 12:50,Time seclusion ended:,Transport utilized?,X,,
477,COH_RISI_15_Part20,School: Harmony HillIncident Description,Date of Incident: 11/8/17,Time restraint began: 2:30,Time restraint ended: 2:35,Time seclusion ended:,Transport utilized?,Children's control position,,
478,COH_RISI_15_Part21,School: Harmony HillIncident Description,Date of Incident: 11/1/17,Time restraint ended:,Seclusion utilized?,Time seclusion began: 1:15,Time seclusion ended: 1:27,Children's control position,,
479,COH_RISI_15_Part22,School: Harmony HillIncident Description,Date of Incident: 10/16/2017,Time restraint began: 1:00pm,Seclusion utilized?,Time seclusion ended:,Location of Incident:,Children's control position,CPI Physical Restraint and/or Seclusion Incident Report,was transported
480,COH_RISI_15_Part23,School: Harmony HillIncident Description,Date of Incident: 10/19/17,Time restraint began: 1:45,Time restraint ended: 1:50,Time seclusion ended:,Transport utilized?,X_Children's control position,,
481,COH_RISI_15_Part24,School: Harmony HillIncident Description,Date of Incident: 4/17/18,Time restraint ended:,Seclusion utilized?,Time seclusion began: 1:19,Time seclusion ended: 1:39,Children's control position,,
482,COH_RISI_15_Part25,School: Harmony HillIncident Description,Date of Incident: 11/15/17,Time restraint began: 1:15,Time restraint ended: 1:20,Time seclusion began: 1:20,Time seclusion ended: 1:30,___Children's control position,,
483,COH_RISI_15_Part26,School: Harmony HillIncident Description,Date of Incident: 10/20/17,Time restraint ended:,Seclusion utilized?,Time seclusion began: 1:10,Time seclusion ended: 1:30,Children's control position,,
484,COH_RISI_15_Part27,School: Harmony HillIncident Description,Date of Incident: 10/19/17,Time restraint ended:,Seclusion utilized?,Time seclusion began: 9:47,Time seclusion ended: 10:04,Children's control position,,
485,COH_RISI_15_Part28,School: Harmony HillIncident Description,Date of Incident: 12/19/17,Time restraint ended:,Seclusion utilized?,Time seclusion began: 12:50,Time seclusion ended: 1:04,Children's control position,,
486,COH_RISI_15_Part29,School: Harmony HillIncident Description,Date of Incident: 12/19/17,Time restraint ended:,Seclusion utilized?,Time seclusion began: 12:01,Time seclusion ended: 12:20,Children's control position,,
487,COH_RISI_15_Part3,School: Harmony HillIncident Description,Date of Incident: 12/18/17,Time restraint ended:,Seclusion utilized?,Time seclusion began: 12:35,Time seclusion ended: 12:52,Children's control position,,
488,COH_RISI_15_Part30,School: Harmony HillIncident Description,Date of Incident: 10/17/17,Time restraint began: 9:55,Time restraint ended: 10:05,Time seclusion ended:,Transport utilized?,X_Children's control position,,
489,COH_RISI_15_Part4,School: Harmony HillIncident Description,Date of Incident: 12/18/17,Time restraint ended:,Seclusion utilized?,Time seclusion began: 12:35,Time seclusion ended: 12:52,Children's control position,,
490,COH_RISI_15_Part5,School: Harmony HillIncident Description,Date of Incident: 10/25/17,Time restraint began: 2:10,Time restraint ended: 2:14,Time seclusion began: 2:16,Time seclusion ended: 2:22,Children's control position,,
491,COH_RISI_15_Part6,School: Harmony HillIncident Description,Date of Incident: 10/24/17,Time restraint began: 2:10,Time restraint ended: 2:14,Time seclusion began: 2:16,Time seclusion ended: 2:22,X,,
492,COH_RISI_15_Part7,School: Harmony HillIncident Description,Date of Incident: 10/23/17,Time restraint began: 12:40,Time restraint ended: 12:44,Time seclusion began: 12:37,Time seclusion ended: 12:40,Children's control position,,
493,COH_RISI_15_Part8,School: Harmony HillIncident Description,Date of Incident: 10/17/17,Time restraint began: 11:22,Time restraint ended: 11:28,Time seclusion began: 11:20,Time seclusion ended: 11:22,Children's control position,,
494,COH_RISI_15_Part9,School: Harmony HillIncident Description,Date of Incident: 11/28/17,Time restraint began: 1:20,Time restraint ended: 1:27,Time seclusion began: 1:28,Time seclusion ended: 1:46,Children's control position,,
495,COH_RISI_16_Part1,School: Harmony HillIncident Description,Date of Incident: 10/17/17,Time restraint began:11:00,Time restraint ended: 11:10,Time seclusion began: 10:20,Time seclusion ended: 10:36,_X_Children's control position,,
496,COH_RISI_16_Part10,School: Harmony HillIncident Description,Date of Incident: 3/21/18,Time restraint ended:,Seclusion utilized? Yes,Time seclusion began: 11:56,Time seclusion ended: 12:03,Children's control position,,
497,COH_RISI_16_Part11,School: Harmony HillIncident Description,Date of Incident: 2/13/18,Time restraint ended:,Seclusion utilized? No,Time seclusion ended:,Transport utilized? Yes,Children's control position,,
498,COH_RISI_16_Part12,School: Harmony HillIncident Description,Date of Incident: 11/29/17,Time restraint ended:,Seclusion utilized? Yes,Time seclusion began: 2:06,Time seclusion ended: 2:25,Children's control position,,
499,COH_RISI_16_Part13,School: Harmony HillIncident Description,Date of Incident: 11/29/17,Time restraint ended:,Seclusion utilized? Yes,Time seclusion ended: 1:25,Time seclusion ended: 1:25,Children's control position,,
500,COH_RISI_16_Part14,School: Harmony HillIncident Description,Date of Incident: 11/06/17,Time restraint ended:,Seclusion utilized? Yes,Time seclusion began: 2:10,Time seclusion ended: 2:25,Children's control position,,
501,COH_RISI_16_Part15,School: Harmony HillIncident Description,Date of Incident: 9/27/17,Time restraint ended:,Seclusion utilized?,Time seclusion began: 10:55,Time seclusion ended:11:19,Children's control position,,
502,COH_RISI_16_Part16,School: Harmony HillIncident Description,Date of Incident: 9/27/17,Time restraint ended:,Seclusion utilized?,Time seclusion began: 11:58,Time seclusion ended: 12:18,Children's control position,,
503,COH_RISI_16_Part2,School: Harmony HillIncident Description,Date of Incident: 10/17/17,Time restraint ended:,Seclusion utilized?,Time seclusion began: 12:03,Time seclusion ended: 12:21,Children's control position,,
504,COH_RISI_16_Part3,School: Harmony HillIncident Description,Date of Incident: 3/23/18,Time restraint began: 11:25,Time restraint ended: 11:38,Time seclusion ended:,Transport utilized?,x_Children's control position,,
505,COH_RISI_16_Part4,School: Harmony HillIncident Description,Date of Incident: 3/23/18,Time restraint ended:,Seclusion utilized?,Time seclusion began: 10:48,Time seclusion ended: 11:06,Children's control position,,
506,COH_RISI_16_Part5,School: Harmony HillIncident Description,Date of Incident: 3/21/18,Time restraint ended:,Seclusion utilized?,Time seclusion began: 12:15,Time seclusion ended: 12:33,Children's control position,,
507,COH_RISI_16_Part6,School: Harmony HillIncident Description,Date of Incident: 3/8/18,Time restraint ended:,Seclusion utilized?,Time seclusion began: 10:45,Time seclusion ended: 11:02,Children's control position,,
508,COH_RISI_16_Part7,School: Harmony HillIncident Description,Date of Incident: 10/16/2017,Time restraint began: 11:05,Time restraint ended: 11:10,Time seclusion ended:,Location of Incident:,X Children's control position,CPI Physical Restraint and/or Seclusion Incident Report,"was unsafe, trying to"
509,COH_RISI_16_Part8,School: Harmony HillIncident Description,Date of Incident: 9/27/17,Time restraint ended:,Seclusion utilized?,Time seclusion began: 11:30,Time seclusion ended: 11:40,Children's control position,,
510,COH_RISI_16_Part9,School: Harmony HillIncident Description,Date of Incident: 3/22/18,Time restraint began: 12:28,Time restraint ended: 12:37,Time seclusion ended:,Transport utilized? Yes,X,,
511,COH_RISI_17_Part1,School: Harmony HillIncident Description,Date of Incident: 10/2/17,Time restraint began:1:50,Time restraint ended:2:00,Time seclusion began: 2:05,Time seclusion ended: 2:25,Children's control position,,
512,COH_RISI_17_Part10,School: Harmony HillIncident Description,Date of Incident: 12/19/17,Time restraint ended:,Seclusion utilized?,Time seclusion began: 12:01,Time seclusion ended: 12:20,Children's control position,,
513,COH_RISI_17_Part11,School: Harmony HillIncident Description,Date of Incident: 12/19/17,Time restraint ended:,Seclusion utilized?,Time seclusion began: 12:50,Time seclusion ended: 1:04,Children's control position,,
514,COH_RISI_17_Part12,School: Harmony HillIncident Description,Date of Incident: 1/11/18,Time restraint began: 12:08pm,Time restraint ended:12:13pm,Time seclusion began: 12:15pm,Time seclusion ended: 12:27pm,X,,
515,COH_RISI_17_Part13,School: Harmony HillIncident Description,Date of Incident: 2/12/18,Time restraint ended:,Seclusion utilized?,Time seclusion began: 10:59,Time seclusion ended: 11:19,Children's control position,,
516,COH_RISI_17_Part14,School: Harmony HillIncident Description,Date of Incident: 2/12/18,Time restraint ended:,Seclusion utilized?,Time seclusion began: 11:32,Time seclusion ended:11:48,Children's control position,,
517,COH_RISI_17_Part15,School: Harmony HillIncident Description,Date of Incident: 2/27/18,Time restraint ended:,Seclusion utilized?,Time seclusion began: 11:58,Time seclusion ended: 12:12,Children's control position,,
518,COH_RISI_17_Part16,School: Harmony HillIncident Description,Date of Incident: 11/9/17,Time restraint ended:,Seclusion utilized?,Time seclusion began: 11:40,Time seclusion ended: 11:50,Children's control position,,
519,COH_RISI_17_Part17,School: Harmony HillIncident Description,Date of Incident: 11/28/17,Time restraint ended:,Seclusion utilized?,Time seclusion began: 11:40,Time seclusion ended: 11:55,Children's control position,,
520,COH_RISI_17_Part18,School: Harmony HillIncident Description,Date of Incident: 10/30/17,Time restraint began: 12:50,Time restraint ended: 1:00,Time seclusion began: 1:03,Time seclusion ended: 1:08,Children's control position,,
521,COH_RISI_17_Part19,School: Harmony HillIncident Description,Date of Incident: 11/3/17,Time restraint ended:,Seclusion utilized?,Time seclusion began: 10:10,Time seclusion ended: 10:27,,,
522,COH_RISI_17_Part2,School: Harmony HillIncident Description,Date of Incident: 10/4/17,Time restraint ended:,Seclusion utilized?,Time seclusion began: 10:26,Time seclusion ended: 10:40,Children's control position,,
523,COH_RISI_17_Part20,School: Harmony HillIncident Description,Date of Incident: 11/17/17,Time restraint ended:,Seclusion utilized?,Time seclusion began: 2:03,Time seclusion ended: 2:18,Children's control position,,
524,COH_RISI_17_Part21,School: Harmony HillIncident Description,Date of Incident: 12/14/17,Time restraint began: 12:34,Time restraint ended: 12:52,Time seclusion ended:,Transport utilized? No,x Children's control position,,
525,COH_RISI_17_Part22,School: Harmony HillIncident Description,Date of Incident: 12/18/17,Time restraint ended:,Seclusion utilized?,Time seclusion ended:,Transport utilized? Yes,Children's control position,,
526,COH_RISI_17_Part23,School: Harmony HillIncident Description,Date of Incident: 1/31/18,Time restraint began: 10:05,Time restraint ended: 10:18,Time seclusion ended:,Transport utilized? No,X Children's control position,,
527,COH_RISI_17_Part24,School: Harmony HillIncident Description,Date of Incident: 2/15/18,Time restraint began: 11:57,Time restraint ended: 12:08,Time seclusion ended:,Transport utilized? No,x,,
528,COH_RISI_17_Part25,School: Harmony HillIncident Description,Date of Incident: 9/15/17,Time restraint began: 12:40,Time restraint ended: 12:50,Time seclusion ended:,Transport utilized?,Children's control position,,
529,COH_RISI_17_Part26,School: Harmony HillIncident Description,Date of Incident: 9/19/17,Time restraint began: 11:10,Time restraint ended: 11:25,Time seclusion ended:,Transport utilized?,X_Children's control position,,
530,COH_RISI_17_Part27,School: Harmony HillIncident Description,Date of Incident: 9/22/17,Time restraint began: 1:15,Time restraint ended: 1:25,Time seclusion ended:,Transport utilized?,X_Children's control position,,
531,COH_RISI_17_Part28,School: Harmony HillIncident Description,Date of Incident: 9/22/17,Time restraint began: 2:15,Time restraint ended: 2:25,Time seclusion ended:,Transport utilized?,X_Children's control position,,
532,COH_RISI_17_Part29,School: Harmony HillIncident Description,Date of Incident: 9/25/17,Time restraint began: 11:15,Time restraint ended: 11:25,Time seclusion began: 11.25,Time seclusion ended: 11:30,X_Children's control position,,
533,COH_RISI_17_Part3,School: Harmony HillIncident Description,Date of Incident: 10/4/17,Time restraint ended:,Seclusion utilized?,Time seclusion began: 12:30,Time seclusion ended: 12:44,Children's control position,,
534,COH_RISI_17_Part30,School: Harmony HillIncident Description,Date of Incident: 9/25/17,Time restraint ended:,Seclusion utilized?,Time seclusion began: 12:43ph Time seclusion ended: 000 1. Olpron,Time seclusion began: 12:43ph Time seclusion ended: 000 1. Olpron,Children's control position,,
535,COH_RISI_17_Part31,School: Harmony HillIncident Description,Date of Incident: 9/26/2017,Time restraint ended:,Seclusion utilized?,Time seclusion began: 11:56,Time seclusion ended: 12:15,Children's control position,CPI Physical Restraint and/or Seclusion Incident Report,Student came back from lunch and immediately ran around the classroom.
536,COH_RISI_17_Part32,School: Harmony HillIncident Description,Date of Incident: 9/27/17,Time restraint ended:,Seclusion utilized?,Time seclusion began: 1:35,Time seclusion ended:1:55,Children's control position,,
537,COH_RISI_17_Part4,School: Harmony HillIncident Description,Date of Incident: 10/17/17,Time restraint ended:,Seclusion utilized?,Time seclusion began: 12:03,Time seclusion ended: 12:21,Children's control position,,
538,COH_RISI_17_Part5,School: Harmony HillIncident Description,Date of Incident: 10/17/17,Time restraint began:11:00,Time restraint ended: 11:10,Time seclusion began: 10:20,Time seclusion ended: 10:36,_X_Children's control position,,
539,COH_RISI_17_Part6,School: Harmony HillIncident Description,Date of Incident: 10/19/17,Time restraint ended:,Seclusion utilized?,Time seclusion began: 9:47,Time seclusion ended: 10:04,Children's control position,,
540,COH_RISI_17_Part7,School: Harmony HillIncident Description,Date of Incident: 10/20/17,Time restraint ended:,Seclusion utilized?,Time seclusion began: 1:10,Time seclusion ended: 1:30,Children's control position,,
