,0,1,2,3,4,5,6
9001,,,taken to time out for,the first time and  the,,,
9002,,,second time. Student was placed into a two person small child hold,,,,
9003,2020-2021,11/9/20 11:15 AM,for l,to get him back into time out the second time.,Intervention: Physical Intervention (minutes),,
9004,,,Student blocked the classroom door which kept staff and students,,,,
9005,,,,from entering the classroom and eating their lunches. Student tried to,,,
9006,,,destroy teacher's teaching manual. Student eloped from the school,,,,
9007,,,building for the fourth time. Support was called and student was,,,,
9008,,,taken to time out for,the first time and  the,,,
9009,,,second time. Student was placed into a two person small child hold,,,,
9010,2020-2021,11/9/20 11:15 AM,for,to get him back into time out the second time.,Intervention: Time Out (minutes),,
9011,,,Student was kicking the door of the classroom and blocking other,,,,
9012,,,,students from entering. Support was called as behavior continued to,,,
9013,,,,escalate. He was escorted to a calming area using a one person small,,,
9014,,,child hold. Once there the student began throwing furniture and,,,,
9015,,,,kicking and pinching the support staff. He was then placed in a supine,,,
9016,2020-2021,11/16/20 10:45 AM,hold for,while he calmed down.,Intervention: Physical Intervention (minutes),,
9017,,,Student eloped from the classroom wo permission and when he,,,,
9018,,,"returned, he began kicking the door. He then kicked the staff that was",,,,
9019,,,with him. He was put into a two person small child hold for,,,,
9020,,,so support could escort him to time out. He was in time out,,,,
9021,2020-2021,11/17/20 1:30 PM,for,Intervention: Physical Intervention (minutes),,,
9022,,,Student eloped from the classroom wo permission and when he,,,,
9023,,,"returned, he began kicking the door. He then kicked the staff that was",,,,
9024,,,with him. He was put into a two person small child hold for,,,,
9025,,,so support could escort him to time out. He was in time out,,,,
9026,2020-2021,11/17/20 1:30 PM,for .,Intervention: Time Out (minutes),,,
9027,,,Student was kicking the glass door and staff. Support was called. Non-,,,,
9028,,,compliant when asked to walk to calming area. Student was yelling,,,,
9029,,,and swearing. Student was escorted to time out by support where he,,,,
9030,2020-2021,11/23/20 12:52 PM,stayed for .,Intervention: Time Out (minutes),,,
9031,,,Student was standing on overturned chair then shook his leaking,,,,
9032,,,water bottle on other students and objects. The student ran around,,,,
9033,,,the room tipping over furniture. The student hit staff. Support was,,,,
9034,2020-2021,12/3/20 9:55 AM,called and he walked to time out where he stayed for,Intervention: Time Out (minutes),,,
9035,,,Student was throwing objects at other students. The staff tried to,,,,
9036,,,"move him into a separate location, but his behavior escalated.",,,,
9037,,,Support was called. The student was escortedto a time out location,,,,
9038,2020-2021,12/4/20 12:10 PM,where he stayed for .,Intervention: Time Out (minutes),,,
9039,,,Student eloped from the building and began kicking staff. Support was,,,,
9040,2020-2021,12/4/20 1:50 PM,called and escorted him to his bus. He was in hold for,Intervention: Time Out (minutes),,,
9041,,,Student was hitting and kicking staff. He was also being unsafe,,,,
9042,,,towards another student by blocking the classroom doorway. Student,,,,
9043,2020-2021,1/5/21 1:35 PM,was escorted to timeout where he stayed for,Intervention: Time Out (minutes),,,
9044,,,Student was unsafe in the classroom. He was throwing objects at,,,,
9045,,,other students. He eloped from the building. Support was called. He,,,,
9046,2020-2021,1/19/21 12:30 PM,was escorted to time-out where he stayed for,Intervention: Time Out (minutes),,,
9047,,,,Student was in calming room and attempted to run out. Staff brought,,,
9048,,,,him back into time-out. Student attempted to push and hit staff. He,,,
9049,2020-2021,1/19/21 12:52 PM,was in time-out for,,.,,Intervention: Time Out (minutes)
9050,,,,"Student destroyed school property, had unsafe behavior/eloping, and",,,
9051,,,,kicking staff. Support was called. Student was placed in a one-person,,,
9052,,,small child hold for,,,. Student was then released and,
9053,2020-2021,1/21/21 2:00 PM,escorted to his bus.,,,,Intervention: Time Out (minutes)
9054,,,,"Student was standing on the desk, refusing to comply, throwing items,",,,
9055,,,,became combative with staff. Support was called. He eloped outside.,,,
9056,,,,He was escorted to time out where he stayed for,,. He,
9057,,,,became unsafe and was placed in a one-person small child hold by,,,
9058,2020-2021,1/26/21 10:35 AM,support staff for,,s until he calmed down.,,Intervention: Physical Intervention (minutes)
9059,,,,"Student was standing on the desk, refusing to comply, throwing items,",,,
9060,,,,became combative with staff. Support was called. He eloped outside.,,,
9061,,,,He was escorted to time out where he stayed for,,He,
9062,,,,became unsafe and was placed in a one-person small child hold by,,,
9063,2020-2021,1/26/21 10:35 AM,support staff for,,until he calmed down.,,Intervention: Time Out (minutes)
9064,,,,Student was aggressive towards staff and attempted to punch a,,,
9065,,,,classmate. Support was called and he was escorted to time out where,,,
9066,2020-2021,1/29/21 12:57 PM,he stayed for,.,,,Intervention: Physical Intervention (minutes)
9067,,,,Student was aggressive towards staff and attempted to punch a,,,
9068,,,,classmate. Support was called and he was escorted to time out where,,,
9069,2020-2021,1/29/21 12:57 PM,he stayed for,.,,,Intervention: Time Out (minutes)
9070,,,,"Student was tearing up papers, disrupting class, knocking over",,,
9071,,,,"furniture, and blocking the door. Support staff was called and student",,,
9072,,,,was escorted time out due to kicking support staff. Student stayed in,,,
9073,2020-2021,2/1/21 9:55 AM,time out for,,,,Intervention: Time Out (minutes)
9074,,,,Student was tipping furniture and trying to fight with peers. Support,,,
9075,,,,was called and student was placed in a small child wrap. Support staff,,,
9076,,,,had to change to a small child supine because the student was kicking,,,
9077,2020-2021,2/1/21 1:50 PM,,and attempting to bite staff.,,,Intervention: Physical Intervention (minutes)
9078,,,,The student was outside the classroom crying and screaming. Student,,,
9079,,,took off downstairs and eloped outside. When student returned to,,,,
9080,,,the building he began kicking the classroom door. Support was called,,,,
9081,2020-2021,2/1/21 2:00 PM,and student was escorted to timeout where he stayed for,.,Intervention: Time Out (minutes),,
9082,,,"Student was kicking and throwing objects, ripping up papers and",,,,
9083,,,"displays, and kicking staff. He eloped into the hallway and ripped",,,,
9084,,,down displays. Support was called and he was escorted to time out,,,,
9085,2020-2021,2/26/21 10:01 AM,where he stayed for .,,Intervention: Time Out (minutes),,
9086,,,"Student was throwing objects, ripping up school work, eloped from",,,,
9087,,,"class, and kicked staff. Support was called and he was escorted to",,,,
9088,2020-2021,3/1/21 1:15 PM,time out where he stayed for .,,Intervention: Time Out (minutes),,
9089,,,Student was unsafe and non-compliant in P.E. class. On the way back,,,,
9090,,,,to class he was asked to walk with staff. He refused. He started kicking,,,
9091,,,staff. Support was called and he was escorted to time out. He stayed,,,,
9092,2020-2021,4/19/21 12:20 PM,in time out for .,,Intervention: Time Out (minutes),,
9093,,,,Student refused to participate in P.E. He began kicking the equipment,,,
9094,,,and left class. He kicked and scratched staff. Support was called and,,,,
9095,2020-2021,5/17/21 12:30 PM,he was escorted to time out where he stayed for .,,Intervention: Time Out (minutes),,
9096,,,Throwing objects at the Smartboard; eloped outside and throwing,,,,
9097,,,rocks; Support was called for the third time and escorted to time out,,,,
9098,2020-2021,6/21/21 10:50 AM,where he stayed for .,,Intervention: Time Out (minutes),,
9099,,,,Student was making work into paper airplanes.  They were taken from,,,
9100,,,"her.  She began hitting, kicking and throwing things at staff.  Student",,,,
9101,2020-2021,10/27/20 1:00 PM,was put in a small child.,,Intervention: Physical Intervention (minutes),,
9102,,,Student refused to do work.  Began destroying the room and kicking,,,,
9103,2020-2021,11/12/20 2:00 PM,staff. Support was called.  Was in a small child hold (),,Intervention: Physical Intervention (minutes),,
9104,,,,Student began to run towards staff and target staff.  Student began to,,,
9105,2020-2021,11/19/20 12:20 PM,hit staff.  Support called.  Was in a hold () until support came.,,Intervention: Physical Intervention (minutes),,
9106,,,Student didn't want to do work.  Began attacking staff.  Put in small,,,,
9107,2020-2021,11/19/20 1:40 PM,child ().  Walked to T/O (),,Intervention: Physical Intervention (minutes),,
9108,,,,Student didn't want to do work.  Began attacking staff.  Put in small,,,
9109,2020-2021,11/19/20 1:40 PM,child (.  Walked to T/O (),,,,Intervention: Time Out (minutes)
9110,,,,Student was working on the ipad and was told it was not time for,,,
9111,,,,drawing.  Student began kicking and throwing things at staff.  Put in,,,
9112,2020-2021,11/23/20 2:27 PM,small  child () and support came.,,,,Intervention: Physical Intervention (minutes)
9113,,,,Student refused to go to her seat after being asked multiple times.,,,
9114,,,Began to hit and kick staff.  Was put in a small child (,,) then,,
9115,2020-2021,1/7/21 12:40 PM,brought to a calming area.,,,,Intervention: Physical Intervention (minutes)
9116,,,,Student refuse to do work became aggressive with staff.  Support was,,,
9117,2020-2021,1/13/21 12:05 PM,called and student went to T/O (,).  Was in hold,,,Intervention: Physical Intervention (minutes)
9118,,,,Student refuse to do work became aggressive with staff.  Support was,,,
9119,2020-2021,1/13/21 12:05 PM,called and student went to T/O,Was in hold (,n),,Intervention: Time Out (minutes)
9120,,,,Student did not want to complete work.  Began to hit/kick staff.,,,
9121,2020-2021,1/13/21 1:34 PM,Support called an was in hold until support came (,).,,,Intervention: Physical Intervention (minutes)
9122,,,,Student began to crawl around floor was asked to join class at table.,,,
9123,,,"Began to yell, kick and hit staff.  Was in hold (",) and support,,,
9124,2020-2021,1/21/21 12:50 PM,"called, escorted to calming area.",,,,Intervention: Time Out (minutes)
9125,,,,"Offered hurdle help to complete math sheet.  Student began to yell,",,,
9126,,,,grab papers and hit staff.  Support called.  Physical aggression,,,
9127,2020-2021,3/11/21 10:45 AM,continued to escalate so staff physically intervened (,,,,Intervention: Physical Intervention (minutes)
9128,,,,Shakima became upset during math work and became physically,,,
9129,,,,aggressive as well.  Staff placed Shakima in a small child hold (,,),
9130,2020-2021,3/23/21 9:23 AM,and support walked with her to a calming room.,,,,Intervention: Physical Intervention (minutes)
9131,,,,"Student was being unsafe hitting, kicking staff.  Throwing items in the",,,
9132,,,,classroom.  Student walked with admin to a calming room to calm.,,,
9133,2020-2021,5/14/21 8:55 AM,Hold (),,,,Intervention: Physical Intervention (minutes)
9134,,,"Student went on a break with staff came to class, and didn't want to",,,,
9135,,,"do math. Student eloped, became physically and verbally aggressive.",,,,
9136,2020-2021,2/2/21 12:05 PM,Was escorted to Time Out by support staff.,Intervention: Physical Intervention (minutes),,,
9137,,,"Student went on a break with staff came to class, and didn't want to",,,,
9138,,,"do math. Student eloped, became physically and verbally aggressive.",,,,
9139,2020-2021,2/2/21 12:05 PM,Was escorted to Time Out by support staff.,Intervention: Time Out (minutes),,,
9140,,,Keith had an issue in PE class with another student and he started to,,,,
9141,,,try and go after that student. He walked around the building and then,,,,
9142,,,went to PAS room. Later in the day he had another issue with a,,,,
9143,,,"student, was asked to take a break went in the hallway and became",,,,
9144,,,aggressive with a staff member. He started spitting at a staff member,,,,
9145,,,and was placed in a small child. He was then escorted in to the TO,,,,
9146,,,"room, and was in there for . He tried to leave again and",,,,
9147,2020-2021,2/2/21 2:47 PM,started swinging on staff and was escorted in there again.,Intervention: Physical Intervention (minutes),,,
9148,,,Keith had an issue in PE class with another student and he started to,,,,
9149,,,try and go after that student. He walked around the building and then,,,,
9150,,,went to PAS room. Later in the day he had another issue with a,,,,
9151,,,"student, was asked to take a break went in the hallway and became",,,,
9152,,,aggressive with a staff member. He started spitting at a staff member,,,,
9153,,,and was placed in a small child. He was then escorted in to the TO,,,,
9154,,,"room, and was in there for . He tried to leave again and",,,,
9155,2020-2021,2/2/21 2:47 PM,started swinging on staff and was escorted in there again.,Intervention: Time Out (minutes),,,
9156,,,"Student was running around the building with a student in 7th grade,",,,,
9157,,,destroying property and disrupting classes. Student became physically,,,,
9158,,,aggressive in the stairway with staff and was escorted to a calming,,,,
9159,,,room. Went to counseling and calmed.,,,,
9160,,,"Student became upset during gym class, throwing objects around. He",,,,
9161,,,"walked out and proceeded to wander around the building, banging on",,,,
9162,,,classroom doors. Support staff was called. Student became physically,,,,
9163,,,"aggressive with staff, and was trying to jump over the stairs and push",,,,
9164,,,"staff down the stairs. He was placed in a standing hold, during the",,,,
9165,,,standing hold he was head banging on glass and a supine was,,,,
9166,,,"performed. Student went to PAS after, then ran away from PAS.",,,,
9167,2020-2021,3/17/21 10:40 AM,Student ended up working in another location the last part of the day,Intervention: Physical Intervention (minutes),,,
9168,,,Student eloped from staff in the hall and went to the gym instead.,,,,
9169,,,"Support called, writer and support maintained supervision. Student",,,,
9170,,,refused to go to the calming room and ran to social worker's office.,,,,
9171,,,"He was PA (trying to push and hit) with writer, so writer and support",,,,
9172,,,"staff implemented 2-person child restraint, then transitioned with 2",,,,
9173,,,"other staff, and then transitioned 4 person supine when student",,,,
9174,2020-2021,4/5/21 11:50 AM,began to bite.,Intervention: Physical Intervention (minutes),,,
9175,,,Physical interven(cid:415)on: Small child-,,,,
9176,,,Time out:,,,,
9177,,,eloped from the classroom multiple times today. He ran through,,,,
9178,,,the hallways and disrupted several classrooms. He refused to,,,,
9179,,,complete multiple academic tasks. PAS was attempted but worked,,,,
9180,,,"only temporarily. When transitioning at the end of the day,",,,,
9181,,,became physically and verbally aggressive. He required a restraint and,,,,
9182,2020-2021,4/12/21 8:30 AM,T/O room. His aunt was called and he transitioned to the bus.,Intervention: Physical Intervention (minutes),,,
9183,,,Physical interven(cid:415)on: Small child-,,,,
9184,,,Time out:,,,,
9185,,,eloped from the classroom multiple times today. He ran through,,,,
9186,,,the hallways and disrupted several classrooms. He refused to,,,,
9187,,,complete multiple academic tasks. PAS was attempted but worked,,,,
9188,,,"only temporarily. When transitioning at the end of the day,",,,,
9189,,,became physically and verbally aggressive. He required a restraint and,,,,
9190,2020-2021,4/12/21 8:30 AM,T/O room. His aunt was called and he transitioned to the bus.,Intervention: Time Out (minutes),,,
9191,,,Student began to crawl under staff's desk and tip things over.  Refused,,,,
9192,,,to move out of space and continued to disrupt the classroom,,,,
9193,,,environment.  Support called.  Escorted to T/O .  Student,,,,
9194,2020-2021,9/28/20 1:10 PM,disrobed (shirt) and sucked on arm to bruise himself in T/O.,Intervention: Time Out (minutes),,,
9195,,,was threatening to use a wad of keys on his chain as a weapon.,,,,
9196,,,Support was called.  He became unsafe in the hallway and was,,,,
9197,2020-2021,10/2/20 1:10 PM,escorted to t/o ().   bit his arm in t/o during his anger.,Intervention: Time Out (minutes),,,
9198,,,Student left classroom and was climbing in stairwell.  Support was,,,,
9199,2020-2021,12/1/20 11:44 AM,called and escorted student to T/O ).,Intervention: Physical Intervention (minutes),,,
9200,,,became upset when his turn on the computer ended.,,,,
9201,,,kicked and broke his desk and was escorted to T/O ) by,,,,
9202,,,"support.  While in T/O, he threatened to bring a bomb to school and",,,,
9203,,,would slice the staff's throat with a knife.   did eventually calm,,,,
9204,2020-2021,3/4/21 1:45 PM,and was walked to the bus.,Intervention: Time Out (minutes),,,
9205,,,became upset when he wanted to sit in a seat that someone,,,,
9206,,,else was sitting in and then began to throw a tantrum and then he got,,,,
9207,,,physically aggressive so 2 staff members restrained him in my class,,,,
9208,,,and I called for support. Myself and the rest of the support staff took,,,,
9209,,,the rest of the students in the hall until support came to remove him,,,,
9210,,,from the classroom.,,,,
9211,,,I did not list physical intervention in the below area because I do not,,,,
9212,2020-2021,11/3/20 12:35 PM,know how many minutes he was restrained for.,Intervention: Physical Intervention (minutes),,,
9213,,,was asked to give space to practice social distance. He became,,,,
9214,,,"upset-tried to throw a chair at staff. Support called, escorted to time",,,,
9215,2020-2021,2/5/21 9:58 AM,out,Intervention: Time Out (minutes),,,
9216,,,refused to let his yoga mat be put away.,,,,
9217,,,He began to throw chairs-unsafe,,,,
9218,,,Brought to time out- Eloped from TO at 9:25 and was brought back to,,,,
9219,2020-2021,2/10/21 9:05 AM,TO,Intervention: Time Out (minutes),,,
9220,,,"Hit staﬀ, running around classroom destroying property",,,,
9221,2020-2021,3/22/21 12:45 PM,"Support called, time out room used",Intervention: Time Out (minutes),,,
9222,,,"Stood on desk, disrup(cid:415)ng others",,,,
9223,2020-2021,3/24/21 9:05 AM,"Support called, time out room used",Intervention: Time Out (minutes),,,
9224,,,became unsafe during writing-throwing items in classroom when,,,,
9225,,,"asked to take break in hall he threw all items off table, Support called.",,,,
9226,2020-2021,5/13/21 11:55 AM,Time out used.,Intervention: Time Out (minutes),,,
9227,,,Transitioning from quiet activity to writing.  became non,,,,
9228,,,"compliant-flipping chair, kicking and hitting staff. Support called.",,,,
9229,2020-2021,5/18/21 11:36 AM,Calming room used,Intervention: Time Out (minutes),,,
9230,,,"Threw ipad around classroom, teacher took iPad, attempted to throw",,,,
9231,2020-2021,5/20/21 12:00 PM,"more items before leaving classroom. Support called, time out used.",Intervention: Time Out (minutes),,,
9232,,,Escort to time out at 11:32. TO was .  was angry that,,,,
9233,,,staff called mom. He hid in a yard and was escorted back to time out.,,,,
9234,,,"In time out, he was aggressive and yelling. He eventually calmed and",,,,
9235,,,was able to leave but would become verbally aggressive as soon as he,,,,
9236,,,was outside the classroom. He was not able to rejoin.and was in a,,,,
9237,2020-2021,9/18/20 11:32 AM,calming space.,Intervention: Time Out (minutes),,,
9238,,,"escort at , T O from .   Student left our room",,,,
9239,2020-2021,9/28/20 11:55 AM,and would not stop running away.,Intervention: Time Out (minutes),,,
9240,,,"escort at ,T O at .  just leaves the room and",,,,
9241,2020-2021,9/28/20 1:49 PM,runs.,Intervention: Time Out (minutes),,,
9242,,,T.O. .     asked for a break then ran once we opened,,,,
9243,,,our door.He then teamed up with another student and was very hard,,,,
9244,2020-2021,9/30/20 12:10 PM,to cool down and get him to come back to our side of the building.,Intervention: Time Out (minutes),,,
9245,,,T.O. was from . was having a football break with,,,,
9246,,,He was upset because it was only 5 minutes long. He then ran all over,,,,
9247,2020-2021,10/9/20 9:30 AM,the building.,Intervention: Time Out (minutes),,,
9248,,,T.O. from .  left class without permission and began,,,,
9249,,,running through the halls because he did not want to go back to our,,,,
9250,,,room.  was trying to talk to him and give him options. He then,,,,
9251,2020-2021,10/9/20 11:00 AM,ran again.,Intervention: Time Out (minutes),,,
9252,,,"T.O. used .  During science Javis walked out, climbing on",,,,
9253,,,"the walls, fowl language, peeling floor tiles, hitting his head on the",,,,
9254,2020-2021,10/26/20 12:30 PM,wall.,Intervention: Time Out (minutes),,,
9255,,,T.O. . Leaving the calming room he eloped onto the Morgan,,,,
9256,2020-2021,10/26/20 1:30 PM,side. Writing inappropriate words on his math sheet.,Intervention: Time Out (minutes),,,
9257,,,T.O.-   left AIS angry at a peer. He went to class but,,,,
9258,,,"eloped in search for this peer. When he found him he escalated,",,,,
9259,,,"chased him, caught him, placed his hand on his neck and his fist",,,,
9260,2020-2021,11/3/20 9:03 AM,raised. Staff broke them up and  was placed in time out.,Intervention: Time Out (minutes),,,
9261,,,T.O. . 2 person used for . Elopement from the,,,,
9262,,,"classroom, dragging a bean bag in the hallways.  Refused to return to",,,,
9263,2020-2021,11/4/20 12:30 PM,"class, running from staff, yelling writing on walls, throwing sneakers.",Intervention: Physical Intervention (minutes),,,
9264,,,T.O. . 2 person used for . Elopement from the,,,,
9265,,,"classroom, dragging a bean bag in the hallways.  Refused to return to",,,,
9266,2020-2021,11/4/20 12:30 PM,"class, running from staff, yelling writing on walls, throwing sneakers.",Intervention: Time Out (minutes),,,
9267,,,T.O. used from  . Escort was also used. Javis re-entered,,,,
9268,,,from birds nest. Immediately  began arguing/targeting the student,,,,
9269,,,that he was upset at before.  got down to P.E. and chased the,,,,
9270,2020-2021,11/9/20 10:40 AM,"other student, then grabbed him by his collar.",Intervention: Time Out (minutes),,,
9271,,,T.O. used from .  Escort also used.  was mad that it was,,,,
9272,,,time to leave the game room after 12 minutes. He then tried to turn,,,,
9273,2020-2021,11/9/20 1:00 PM,"over the hockey table, and throw things.",Intervention: Time Out (minutes),,,
9274,,,T.O. was used from . Escort for 2 minutes.  did not,,,,
9275,2020-2021,11/16/20 8:39 AM,"want to go too AIS. He left the room, He then ran out of the building.",Intervention: Time Out (minutes),,,
9276,,,T.O. was used from . Escort utilized.  walked out of our,,,,
9277,,,room got to the fishbowl and ran out of the building. Ran around the,,,,
9278,2020-2021,11/16/20 12:30 PM,grounds for 20 minutes.,Intervention: Time Out (minutes),,,
9279,,,T.O. was used from .  was angry because I told him he,,,,
9280,,,had 6 minutes left for his break with . He then ran from the,,,,
9281,2020-2021,11/18/20 11:50 AM,building.,Intervention: Time Out (minutes),,,
9282,,,T.O. used from . small child also used for .,,,,
9283,,,was transferred from one calming room to another. He was breaking,,,,
9284,,,apart ceiling tiles that he knocked down. Also hitting his head on the,,,,
9285,2020-2021,11/18/20 12:08 PM,"wall,yelling, swearing, talking about killing himself.",Intervention: Physical Intervention (minutes),,,
9286,,,T.O. used from . small child also used for .,,,,
9287,,,was transferred from one calming room to another. He was breaking,,,,
9288,,,apart ceiling tiles that he knocked down. Also hitting his head on the,,,,
9289,2020-2021,11/18/20 12:08 PM,"wall,yelling, swearing, talking about killing himself.",,Intervention: Time Out (minutes),,
9290,,,T.O. was used from .   Student did not want to do work,,,,
9291,2020-2021,2/12/21 10:45 AM,on see-saw . Started throwing many different objects in our room.,,Intervention: Time Out (minutes),,
9292,,,T/O used from from .  Took I-Pad away and student,,,,
9293,2020-2021,3/3/21 11:45 AM,started throwing items and climbing on furniture.,,Intervention: Time Out (minutes),,
9294,,,T/O used .   Student could not use his breaktime,,,,
9295,2020-2021,3/5/21 10:15 AM,"appropriately. Throwing items, running out of the building.",,Intervention: Time Out (minutes),,
9296,,,T/O used from,.  Escort also used.  Student did not want his,,,
9297,2020-2021,3/11/21 1:15 PM,"break to end, ran back outside. Kept running away from support.",,Intervention: Time Out (minutes),,
9298,,,T/O was used from .  3 person supine used for,.,,,
9299,,,Student was throwing items in the classroom. He then threw a bean,,,,
9300,,,bag at a students head and a chair across the room. Our teacher,,,,
9301,,,helped him leave the room. We had to use a supine because he,,,,
9302,2020-2021,5/27/21 11:25 AM,became more aggressive.,,Intervention: Physical Intervention (minutes),,
9303,,,T/O was used from .  3 person supine used for,,,,
9304,,,Student was throwing items in the classroom. He then threw a bean,,,,
9305,,,bag at a students head and a chair across the room. Our teacher,,,,
9306,,,helped him leave the room. We had to use a supine because he,,,,
9307,2020-2021,5/27/21 11:25 AM,became more aggressive.,,Intervention: Time Out (minutes),,
9308,,,escort used then T/O used from .  Student was angry,,,,
9309,,,because he could not get takis. He started throwing things in the,,,,
9310,2020-2021,5/28/21 11:30 AM,room. He was then escorted to a calming room.,,Intervention: Time Out (minutes),,
9311,,,escort used and T\O used from,.   eloped from AIS and went,,,
9312,,,to another room. When he returned he poured water on the,,,,
9313,2020-2021,6/10/21 9:05 AM,computer\smart  board.,,Intervention: Time Out (minutes),,
9314,,,escort used and T\O used from .    refused to do see-,,,,
9315,,,saw and asked to use the bathroom. When he got to the hallway he,,,,
9316,,,started swearing and ran. He left the building and went to the spray,,,,
9317,2020-2021,6/11/21 12:15 PM,park and playground.,Intervention: Time Out (minutes),,,
9318,,,got frustrated in art class today and he started to act up. He was,,,,
9319,,,upset about how his printmaking was coming out and he wasn't,,,,
9320,,,"listening to instruction, etc.. he was throwing paper around and",,,,
9321,,,towards other people. He began swearing and the other students in,,,,
9322,,,the class told him to stop. When a another student told him to stop,,,,
9323,,,"swearing, he became upset and he went towards another student.",,,,
9324,,,and I both got in the middle of them and had our backs to each,,,,
9325,,,other. I had to use a small child restraint on  for approximately,,,,
9326,,,to keep him from going after the other student. The other,,,,
9327,,,student had a hold of his shirt. We were able to get her to release him,,,,
9328,,,and I guided him into the hall to calm down.. he didn't say much other,,,,
9329,,,than he was frustrated with the other student. He was calm enough,,,,
9330,,,"that I brought him back into the classroom after he promised me, he",,,,
9331,,,was ok. We spent the last few minutes of class working on his,,,,
9332,2020-2021,5/21/21 10:40 AM,printmaking.,Intervention: Physical Intervention (minutes),,,
9333,,,was non-compliant and disruptive the entire day. He was,,,,
9334,,,"unsafe and left the building multiple times throughout the day, he",,,,
9335,,,was also physically and verbally aggressive towards staff and needed,,,,
9336,2020-2021,6/1/21 8:28 AM,to be escorted to time out to calm down until dismisssal.,Intervention: Physical Intervention (minutes),,,
9337,,,was non-compliant and disruptive the entire day. He was,,,,
9338,,,"unsafe and left the building multiple times throughout the day, he",,,,
9339,,,was also physically and verbally aggressive towards staff and needed,,,,
9340,2020-2021,6/1/21 8:28 AM,to be escorted to time out to calm down until dismisssal.,Intervention: Time Out (minutes),,,
9341,,,Refused to follow direc(cid:415)ons,,,,
9342,,,Increased noncompliant behaviors and began to run around gym,,,,
9343,2020-2021,9/23/20 1:15 PM,Attempted to hit other students in the gym,Intervention: Physical Intervention (minutes),,,
9344,,,Student came back from the Birds Nest. Ran back out of the,,,,
9345,,,"classroom and left the building. He was aggressive toward staff,",,,,
9346,2020-2021,9/23/20 10:18 AM,"support was called, student wanted to call dad.",Intervention: Time Out (minutes),,,
9347,,,Student asked for  He was told he needed to wait and we,,,,
9348,,,"would call  after counseling. He said ""well then I'll just",,,,
9349,,,"leave"". He attempted to leave the room, door was blocked, he began",,,,
9350,,,"hitting, kicking, threatening to bite staff. He was put in a small child",,,,
9351,2020-2021,9/24/20 10:20 AM,restraint until support arrived and he was escorted to T.O.,Intervention: Physical Intervention (minutes),,,
9352,,,Student asked for . He was told he needed to wait and we,,,,
9353,,,"would call  after counseling. He said ""well then I'll just",,,,
9354,,,"leave"". He attempted to leave the room, door was blocked, he began",,,,
9355,,,"hitting, kicking, threatening to bite staff. He was put in a small child",,,,
9356,2020-2021,9/24/20 10:20 AM,restraint until support arrived and he was escorted to T.O.,Intervention: Time Out (minutes),,,
9357,,,Student did not want nurse to check his arms. He started to threaten,,,,
9358,,,"staff and run away.  was in a hold and he started to kick staff,",,,,
9359,2020-2021,9/24/20 10:50 AM,so other staff got on legs.,Intervention: Physical Intervention (minutes),,,
9360,,,Wanted staff to call parents so he could go home. Staff explained that,,,,
9361,,,"we don't do that here. Student became aggressive, throwing chairs,",,,,
9362,,,trying to hit staff. He was hitting staff and was put in a small child,,,,
9363,2020-2021,9/24/20 11:50 AM,hold.,Intervention: Physical Intervention (minutes),,,
9364,,,"was playing outside, he got accidentally pushed and fell. He",,,,
9365,,,"ran through the parking lot and stared cursing, he became aggressive",,,,
9366,,,to the staff who was chasing him. He needed to be put into a small,,,,
9367,,,child hold by,were on,,,
9368,,,"legs. Support was called, when  was out of the hold he ran",,,,
9369,,,away from the school toward houses and support followed. He also,,,,
9370,,,"made threats throughout this time, ""I need a knife"" and ""I'm going to",,,,
9371,2020-2021,10/5/20 10:30 AM,"kill you all.""",Intervention: Physical Intervention (minutes),,,
9372,,,did not want to come in from playground. He ran from staff,,,,
9373,,,"through neighborhoods, support staﬀ escorted to TO.",,,,
9374,,,PI:,,,,
9375,2020-2021,5/20/21 11:30 AM,TO,Intervention: Physical Intervention (minutes),,,
9376,,,did not want to come in from playground. He ran from staff,,,,
9377,,,"through neighborhoods, support staﬀ escorted to TO.",,,,
9378,,,PI,,,,
9379,2020-2021,5/20/21 11:30 AM,TO,Intervention: Time Out (minutes),,,
9380,,,ran out of class and started rolling in the hallway. Attempted,,,,
9381,,,to run out of the building and was put in a 2 person standing hold.,,,,
9382,,,escorted him to TO.,,,,
9383,,,PI:,,,,
9384,2020-2021,6/9/21 8:45 AM,TO:,Intervention: Physical Intervention (minutes),,,
9385,,,ran out of class and started rolling in the hallway. Attempted,,,,
9386,,,to run out of the building and was put in a 2 person standing hold.,,,,
9387,,,Mr.M and Megi escorted him to TO.,,,,
9388,,,PI:,,,,
9389,2020-2021,6/9/21 8:45 AM,TO:,Intervention: Time Out (minutes),,,
9390,2020-2021,3/24/21 1:10 PM,ran away from staff threatening to run away. Flight risk.,Intervention: Physical Intervention (minutes),,,
9391,,,a(cid:425)empted to run out of the building',,,,
9392,2020-2021,2/1/21 11:45 AM,Support escorted to a time out room,Intervention: Time Out (minutes),,,
9393,,,"Student was being unsafe-hi(cid:427)ng staﬀ, throwing items at staﬀ",,,,
9394,2020-2021,3/8/21 1:57 PM,Support called/escorted to time out,Intervention: Time Out (minutes),,,
9395,,,Time out:  minutes total,,,,
9396,,,-Student wasn't following direc(cid:415)ons in library,,,,
9397,,,-Student ran out of class,,,,
9398,2020-2021,4/28/21 12:45 PM,,Intervention: Time Out (minutes),,,
